date,Q_m3d,storage_m3,substeps
2019-08-19,4538.726602449975,1765836.357292556,243
2019-08-20,4476.117773099299,1759937.2463622247,243
2019-08-21,4415.450573038504,1754098.8026319542,243
2019-08-22,4356.256316793113,1748319.553157929,243
2019-08-23,4297.594559880401,1742598.9654408167,243
2019-08-24,4240.489957735603,1736935.4823258491,243
2019-08-25,4184.343819002117,1731328.145349615,243
2019-08-26,4129.054183418824,1725776.0980089642,243
2019-08-27,4074.6722239411524,1720278.432627791,243
2019-08-28,4021.141757787633,1714834.2977127715,243
2019-08-29,3968.7173220635946,1709442.5872334759,243
2019-08-30,3917.43880928304,1704102.1552669608,243
2019-08-31,3867.5668045421685,1698811.5953051867,243
2019-09-01,4015.0363451040566,1693793.9325550226,243
2019-09-02,3972.78008809483,1688818.5260618678,243
2019-09-03,3931.099450568271,1683884.8002062396,243
2019-09-04,3889.8583229059104,1678992.3154782737,243
2019-09-05,3848.9783893230588,1674140.7106838906,243
2019-09-06,3808.205515129327,1669329.8787637013,243
2019-09-07,3767.829720249235,1664559.422638392,243
2019-09-08,3727.9979653259024,1659828.7982680062,243
2019-09-09,3687.6964445573494,1655138.4754183888,243
2019-09-10,3648.118629401618,1650487.7303839272,243
2019-09-11,3609.3057255843405,1645875.798253283,243
2019-09-12,3570.894999713938,1641302.276848509,243
2019-09-13,3532.922014366205,1636766.7284290828,243
2019-09-14,3495.3873345668644,1632268.714689456,243
2019-09-15,3458.284906030468,1627807.8033783655,243
2019-09-16,3421.6556371257857,1623383.5213361797,243
2019-09-17,3385.123950862161,1618995.7709802575,243
2019-09-18,3348.8970571042255,1614644.2475180933,243
2019-09-19,3313.268743899952,1610328.3523691334,243
2019-09-20,3277.976392372114,1606047.7495717013,243
2019-09-21,3243.018120957141,1601802.1050456841,243
2019-09-22,3208.4500144408767,1597591.0286261833,243
2019-09-23,3174.395210855243,1593414.007010268,243
2019-09-24,3140.725247630685,1589270.6553575774,243
2019-09-25,3107.3814842242964,1585160.647468293,243
2019-09-26,3072.7086993640505,1581085.312363869,243
2019-09-27,3035.3754925786734,1577047.3104662304,243
2019-09-28,3003.031302676837,1573041.6527584936,243
2019-09-29,2971.0412444927015,1569067.9851089409,243
2019-09-30,2937.901406250264,1565127.4572976306,243
2019-10-01,3163.3644578943145,1561488.7331652483,243
2019-10-02,3139.1948766598593,1557874.1786141004,243
2019-10-03,3114.4778529100236,1554284.3410867024,243
2019-10-04,3089.404287563136,1550719.5771246513,243
2019-10-05,3064.1078541006077,1547180.1095960627,243
2019-10-06,3038.704488859244,1543666.0454327154,243
2019-10-07,3013.3433483633794,1540177.342409864,243
2019-10-08,2988.206865358364,1536713.7758700177,243
2019-10-09,2963.341904971015,1533275.0742905587,243
2019-10-10,2938.532156607334,1529861.1824594634,243
2019-10-11,2913.9977625275146,1526471.8250224479,243
2019-10-12,2889.8388284144107,1523106.6265195454,243
2019-10-13,2865.872804609325,1519765.3940404481,243
2019-10-14,2842.2254856906015,1516447.8088802695,243
2019-10-15,2818.731529510778,1513153.7176762708,243
2019-10-16,2795.404584885074,1509882.9534168977,243
2019-10-17,2772.225850024924,1506635.3678923848,243
2019-10-18,2749.2730187885113,1503410.7351991083,243
2019-10-19,2726.4659047093824,1500208.9096199109,243
2019-10-20,2703.778829823213,1497029.7711155997,243
2019-10-21,2681.2561458698124,1493873.1552952419,243
2019-10-22,2658.9660816387855,1490738.829539115,243
2019-10-23,2636.902984619804,1487626.5668800073,243
2019-10-24,2615.0663139454205,1484536.1408915739,243
2019-10-25,2593.4107543839723,1481467.370462702,243
2019-10-26,2572.0289385963347,1478419.9818496176,243
2019-10-27,2550.8098095103283,1475393.8123656192,243
2019-10-28,2529.7828740113996,1472388.6698171198,243
2019-10-29,2508.9507630259845,1469404.3593796059,243
2019-10-30,2488.2642728557926,1466440.735432262,243
2019-10-31,2467.750400702434,1463497.6253570716,243
2019-11-01,2595.8751384019497,1460738.6376588517,243
2019-11-02,2579.3664770142286,1457996.1586220195,243
2019-11-03,2562.6354525819997,1455270.4106096195,243
2019-11-04,2545.780863575136,1452561.5171862263,243
2019-11-05,2528.8500037178974,1449869.5546226904,243
2019-11-06,2511.9370210580173,1447194.5050418144,243
2019-11-07,2495.1375877975597,1444536.2548941988,243
2019-11-08,2478.310762523405,1441894.8315718574,243
2019-11-09,2461.4839726753644,1439270.235039364,243
2019-11-10,2444.6881980506814,1436662.4342814954,243
2019-11-11,2427.9413345874864,1434071.38038709,243
2019-11-12,2411.2219131732936,1431497.0459140986,243
2019-11-13,2394.644163510028,1428939.2891907706,243
2019-11-14,2378.1642081609107,1426398.0124227917,243
2019-11-15,2361.754699534701,1423873.145163439,243
2019-11-16,2345.4204348995927,1421364.6121687214,243
2019-11-17,2329.2169621160365,1418872.2826467874,243
2019-11-18,2313.1758179652616,1416395.994269004,243
2019-11-19,2297.3561963198817,1413935.5255128662,243
2019-11-20,2281.653183153562,1411490.7597698946,243
2019-11-21,2266.021790982887,1409061.6254190938,243
2019-11-22,2250.485421525512,1406648.0274377503,243
2019-11-23,2235.2426896353363,1404249.672188297,243
