recharge_mm_day,recharge_m3d,pumping_m3d,groundwater_to_stream_m3d,groundwater_discharge_m3d,stream_loss_to_groundwater_m3d,saturation_excess_m3d,landlab_saturation_excess_m3d,landlab_surface_flux_integration_error_m3d,total_streamflow_m3d,Q_m3d,storage_m3,storage_change_m3,mass_balance_streamflow_m3d,mass_balance_error_m3d,mass_balance_error_pct,streamflow_availability_roundoff_m3d,substeps,pumping_chunks,unavailable_stream_loss_m3d,stream_limiter_substeps,stream_limiter_max_iterations_used,stream_limiter_max_dry_reaches,stream_limiter_numerical_clip_m3,date,initial_storage_m3,scheduled_pumping_m3d
0.0,0.0,0.0,-3.76538207707308e-09,0.0,3.76538207707308e-09,3.804619634711092e-09,3.7965883967465724e-09,-8.031237964519614e-12,3.9237557638012294e-11,3.9237557638012294e-11,6522.5361630581665,-3.845161700155586e-08,3.845161700155586e-08,3.841237944391785e-08,3.841237944391785e-06,8.031231795413381e-12,243,1,41621.53996379284,243,2,38,3.2814198321081437e-09,2009-02-14,6522.536169929949,0.0
0.0,0.0,0.0,-3.757089997823821e-09,0.0,3.757089997823821e-09,3.799955632423301e-09,3.788890992692014e-09,-1.1064639731287226e-11,4.2865634599480566e-11,4.2865634599480566e-11,6522.536163020036,-3.8130565371830016e-08,3.8130565371830016e-08,3.8087699737230534e-08,3.8087699737230533e-06,1.1064633373867604e-11,243,1,41620.909961490426,243,2,38,3.256941083737286e-09,2009-02-15,6522.536169929949,0.0
0.0,0.0,0.0,-3.742404321862929e-09,0.0,3.742404321862929e-09,3.769661131368063e-09,3.766125160997314e-09,-3.5359703707491828e-12,2.725680950513386e-11,2.725680950513386e-11,6522.5361629820445,-3.799141268245876e-08,3.799141268245876e-08,3.7964155872953626e-08,3.7964155872953626e-06,3.53597503632929e-12,243,1,41620.28504796199,243,2,38,3.251685602632175e-09,2009-02-16,6522.536169929949,0.0
0.0,0.0,0.0,-3.715493208456336e-09,0.0,3.715493208456336e-09,3.752387537690371e-09,3.7465328082376075e-09,-5.8547294527634805e-12,3.689432923403549e-11,3.689432923403549e-11,6522.536162944222,-3.7822246667928994e-08,3.7822246667928994e-08,3.7785352338694955e-08,3.7785352338694955e-06,5.854719388716913e-12,243,1,41619.6651431147,243,2,38,3.24774631661259e-09,2009-02-17,6522.536169929949,0.0
0.0,0.0,0.0,-3.727782416396998e-09,0.0,3.727782416396998e-09,3.761344916959095e-09,3.756555297259159e-09,-4.789619699935584e-12,3.356250056209658e-11,3.356250056209658e-11,6522.5361629067875,-3.7434801924973726e-08,3.7434801924973726e-08,3.740123942441163e-08,3.7401239424411625e-06,4.789611262475448e-12,243,1,41619.05016849049,243,2,38,3.2023363098960116e-09,2009-02-18,6522.536169929949,0.0
0.0,0.0,0.0,-3.738598556223775e-09,0.0,3.738598556223775e-09,3.7719977813380625e-09,3.764409293911398e-09,-7.588487426664757e-12,3.339922511428776e-11,3.339922511428776e-11,6522.536162869586,-3.7201061786618084e-08,3.7201061786618084e-08,3.7167662561503796e-08,3.7167662561503794e-06,7.588492134886231e-12,243,1,41618.440047227974,243,2,38,3.2257137796519885e-09,2009-02-19,6522.536169929949,0.0
0.0,0.0,0.0,-3.7006922982708293e-09,0.0,3.7006922982708293e-09,3.7330199735086814e-09,3.7251438588403454e-09,-7.876114668336081e-12,3.2327675237852e-11,3.2327675237852e-11,6522.536162832408,-3.717832441907376e-08,3.717832441907376e-08,3.714599674383591e-08,3.714599674383591e-06,7.876121203882075e-12,243,1,41617.83470402446,243,2,38,3.198450282346317e-09,2009-02-20,6522.536169929949,0.0
5.885289259415504,87665.46320439309,0.0,-1546.810971843157,0.0,1546.810971843157,1546.810971843157,1546.8109718431372,-1.978150976356119e-11,0.0,0.0,94187.99937397256,87665.46321114016,-6.747068255208433e-06,-6.747068255208433e-06,-7.696381229354005e-09,1.9805004934692274e-11,239,1,38895.54412012093,239,2,38,2.6675353208917648e-08,2009-02-21,6522.536169929949,0.0
33.66210808911739,501420.43457722955,0.0,-12941.458436947984,0.0,12941.458436947984,15078.75348357714,15078.753483577133,-7.275957614183426e-12,2137.2950466291572,2137.2950466291572,593471.1389257933,499283.1395518208,2137.2950254087336,-2.1220423604972893e-05,-4.232061986636983e-09,1.5802077037153816e-11,229,1,20078.14745148982,229,2,30,2.8207646374594878e-08,2009-02-22,6522.536169929949,0.0
8.208121031015231,122265.65263049357,0.0,-8539.082261437967,0.0,8539.082261437967,8539.082261437972,8539.082261437958,-1.4551915228366852e-11,4.895901194913824e-12,4.895901194913824e-12,715736.791592173,122265.6526663797,-3.588612889871001e-05,-3.588613379461121e-05,-2.9350952628153017e-08,1.2924300653771419e-11,237,1,17484.692711423188,237,2,18,2.936456218076153e-08,2009-02-23,6522.536169929949,0.0
0.1463127914504252,2179.4304527528284,0.0,-3257.196576672435,0.0,3257.196576672435,3257.1965766724406,3257.19657667242,-2.0463630789890885e-11,5.305548159261627e-12,5.305548159261627e-12,717916.2220653114,2179.4304731383454,-2.0385517018439714e-05,-2.0385522323987873e-05,-9.353600665513794e-07,2.2761541317337423e-11,241,1,21397.19275913406,241,2,24,1.5803115209272198e-08,2009-02-24,6522.536169929949,0.0
10.230340637243518,152388.01546888606,0.0,-7889.516799217901,0.0,7889.516799217901,8657.368757047732,8657.368757047721,-1.0913936421275139e-11,767.8519578298303,767.8519578298303,869536.3856085717,151620.1635432603,767.8519256257568,-3.2204073477259954e-05,-2.113294367550527e-08,1.2612926648324898e-11,236,1,14078.641515199355,236,2,23,2.9807919582947194e-08,2009-02-25,6522.536169929949,0.0
0.0,0.0,0.0,-3207.2118991954076,0.0,3207.2118991954076,3207.2118991954108,3207.211899195405,-5.9117155615240335e-12,3.0058632186289226e-12,3.0058632186289226e-12,869536.3856242958,1.572410110384226e-05,-1.572410110384226e-05,-1.5724104109705476e-05,-0.0015724104109705477,6.6269462717888425e-12,242,1,16738.47011504308,242,2,21,1.4747555398343628e-08,2009-02-26,6522.536169929949,0.0
0.0,0.0,0.0,-2360.703556932992,0.0,2360.703556932992,2360.703556932999,2360.7035569329905,-8.640199666842818e-12,7.157865229226113e-12,7.157865229226113e-12,869536.3856316387,7.342896424233913e-06,-7.342896424233913e-06,-7.342903582099143e-06,-0.0007342903582099143,7.89001217491216e-12,242,1,16955.49379901895,242,2,19,1.4084582270356432e-08,2009-02-27,6522.536169929949,0.0
2.9435106196154246,43845.63112217595,0.0,-3521.0280957556156,0.0,3521.0280957556156,3521.0280957556206,3521.028095755615,-5.4569682106375694e-12,5.150465930181433e-12,5.150465930181433e-12,913382.0167749748,43845.63114333607,-2.116011455655098e-05,-2.116011970701691e-05,-4.826049746630904e-08,6.414000065613326e-12,240,1,14453.859794530874,240,2,16,2.3477696066330067e-08,2009-02-28,6522.536169929949,0.0
23.36427219705605,348027.0305000883,0.0,-1217.3903932951682,0.0,1217.3903932951682,24038.923395710568,24038.923395710546,-2.1827872842550278e-11,22821.5330024154,22821.5330024154,1238587.5142967016,325205.4975217269,22821.532978361414,-2.405398481641896e-05,-6.911527757443214e-09,1.0216253005740084e-11,231,1,11571.891359088331,231,2,9,2.8215636567475377e-08,2009-03-01,6522.536169929949,0.0
19.59167534767947,291831.58526263904,0.0,3953.563873217076,3953.563873217076,0.0,34451.843256116095,34451.84325611612,2.1827872842550278e-11,38405.40712933317,38405.40712933317,1492013.6924574221,253426.1781607205,38405.407101918536,-2.7414636861067265e-05,-9.393992372825228e-09,2.666230071177868e-12,232,1,10551.742713789756,232,2,8,2.7417861611545357e-08,2009-03-02,6522.536169929949,0.0
6.568662443857747,97844.78050128667,0.0,6033.286820197619,6033.286820197619,0.0,17799.611258987232,17799.611258987217,-1.4551915228366852e-11,23832.89807918485,23832.89807918485,1566025.5749083713,74011.88245094917,23832.898050337506,-2.8847345674876124e-05,-2.9482763952336504e-08,2.5131144406631012e-12,237,1,9863.074189150295,237,2,7,2.3745761269727054e-08,2009-03-03,6522.536169929949,0.0
0.8606624430723684,12820.163701190299,0.0,6053.261839545512,6053.261839545512,0.0,10279.137680686285,10279.137680686272,-1.2732925824820995e-11,16332.399520231796,16332.399520231796,1562513.3391123372,-3512.2357960341033,16332.399497224402,-2.3007394702290185e-05,-1.4086965405046406e-07,1.2726396678872743e-11,241,1,9533.14270798526,241,2,7,1.5678560448260053e-08,2009-03-04,6522.536169929949,0.0
0.0,0.0,0.0,5698.100984137898,5698.100984137898,0.0,8588.685403953707,8588.685403953701,-5.4569682106375694e-12,14286.786388091605,14286.786388091605,1548226.5527343266,-14286.786378010642,14286.786378010642,-1.0080962965730578e-05,-7.056144532358455e-08,2.972053476940767e-12,242,1,9287.909250618539,242,2,7,1.2944615937595499e-08,2009-03-05,6522.536169929949,0.0
0.0,0.0,0.0,5514.043082686131,5514.043082686131,0.0,8066.079880545812,8066.079880545794,-1.7280399333685637e-11,13580.122963231943,13580.122963231943,1534646.4297725991,-13580.122961727437,13580.122961727437,-1.504506144556217e-06,-1.1078737273805645e-08,1.3066762262086301e-11,242,1,9073.783665198538,242,2,7,1.2470220452181656e-08,2009-03-06,6522.536169929949,0.0
0.0,0.0,0.0,5435.564035189295,5435.564035189295,0.0,7813.166348342819,7813.166348342807,-1.1823431123048067e-11,13248.730383532115,13248.730383532115,1521397.69938568,-13248.73038691911,13248.73038691911,3.3869946491904557e-06,2.556467337077478e-08,6.867384858693906e-12,243,1,8879.977479951343,243,2,7,1.2081907147090881e-08,2009-03-07,6522.536169929949,0.0
0.0,0.0,0.0,5393.136880562712,5393.136880562712,0.0,7629.859260630508,7629.8592606305,-8.185452315956354e-12,13022.99614119322,13022.99614119322,1508374.7032377133,-13022.99614796671,13022.99614796671,6.77349089528434e-06,5.201177070410091e-08,2.9312446625418185e-12,243,1,8707.59128792901,243,2,7,1.1747078273268561e-08,2009-03-08,6522.536169929949,0.0
0.0,0.0,0.0,5350.013162500716,5350.013162500716,0.0,7444.553273476267,7444.553273476256,-1.0913936421275139e-11,12794.566435976983,12794.566435976983,1495580.1367925513,-12794.566445162054,12794.566445162054,9.185070666717365e-06,7.178883869246284e-08,1.1560550788367932e-11,243,1,8543.021816391674,243,2,7,1.1369327821701592e-08,2009-03-09,6522.536169929949,0.0
0.0,0.0,0.0,5296.506732863437,5296.506732863437,0.0,7217.533709872113,7217.53370987211,-2.7284841053187847e-12,12514.04044273555,12514.04044273555,1483066.0963391631,-12514.040453388123,12514.040453388123,1.0652573109837249e-05,8.512496942546729e-08,6.6777511140165825e-12,243,1,8383.612181505021,243,2,7,1.1005301457723406e-08,2009-03-10,6522.536169929949,0.0
0.0,0.0,0.0,5250.752032487515,5250.752032487515,0.0,7005.761847752339,7005.761847752321,-1.8189894035458565e-11,12256.513880239854,12256.513880239854,1470809.582447554,-12256.513891609153,12256.513891609153,1.1369298590580001e-05,9.276127527880059e-08,2.0857376050339837e-11,243,1,8248.776774198726,243,2,6,1.0737047332863916e-08,2009-03-11,6522.536169929949,0.0
0.0,0.0,0.0,5201.142264185934,5201.142264185934,0.0,6797.201408292801,6797.201408292798,-2.7284841053187847e-12,11998.343672478735,11998.343672478735,1458811.2387635987,-11998.34368395526,11998.34368395526,1.1476524377940223e-05,9.565090549362378e-08,4.068077031223755e-12,243,1,8130.403245567811,243,2,6,1.0579134355354647e-08,2009-03-12,6522.536169929949,0.0
0.0,0.0,0.0,5122.752065843876,5122.752065843876,0.0,6570.291003085135,6570.291003085133,-2.7284841053187847e-12,11693.043068929011,11693.043068929011,1447118.1956832593,-11693.043080339441,11693.043080339441,1.141042957897298e-05,9.75830628569081e-08,2.369103355439735e-12,243,1,8001.638841781479,243,2,6,1.0275800831474058e-08,2009-03-13,6522.536169929949,0.0
0.0,0.0,0.0,5029.559916645858,5029.559916645858,0.0,6316.193834503338,6316.193834503327,-1.0913936421275139e-11,11345.753751149196,11345.753751149196,1435772.4419208309,-11345.753762428416,11345.753762428416,1.1279220416327007e-05,9.941358372925618e-08,3.3130383963454212e-12,243,1,7870.88658114184,243,2,6,1.0024479895722823e-08,2009-03-14,6522.536169929949,0.0
0.0,0.0,0.0,4934.472373569503,4934.472373569503,0.0,6073.508239738708,6073.508239738695,-1.2732925824820995e-11,11007.980613308211,11007.980613308211,1424764.4612965118,-11007.980624319054,11007.980624319054,1.1010843081749044e-05,1.0002600347445804e-07,1.2594803800608953e-11,243,1,7748.07236808253,243,2,6,9.824040918923918e-09,2009-03-15,6522.536169929949,0.0
0.0,0.0,0.0,4831.831580913397,4831.831580913397,0.0,5846.656750206307,5846.656750206295,-1.1823431123048067e-11,10678.488331119705,10678.488331119705,1414085.972954778,-10678.488341733813,10678.488341733813,1.0614108759909868e-05,9.93971095930092e-08,7.685665772370824e-12,243,1,7624.565883761978,243,2,6,9.570458010024351e-09,2009-03-16,6522.536169929949,0.0
0.0,0.0,0.0,4712.731888824597,4712.731888824597,0.0,5628.1345770313565,5628.1345770313455,-1.0913936421275139e-11,10340.866465855954,10340.866465855954,1403745.1064789002,-10340.866475877818,10340.866475877818,1.0021864000009373e-05,9.691512817990075e-08,1.3227911519281866e-11,243,1,7488.819657760172,243,2,6,9.417057861853813e-09,2009-03-17,6522.536169929949,0.0
0.0,0.0,0.0,4593.284298136537,4593.284298136537,0.0,5417.16855148386,5417.168551483842,-1.8189894035458565e-11,10010.452849620397,10010.452849620397,1393734.6536199255,-10010.452858974691,10010.452858974691,9.354294888908044e-06,9.34452718642156e-08,1.4893920990977807e-11,243,1,7354.91996287795,243,2,6,9.252609374038088e-09,2009-03-18,6522.536169929949,0.0
0.0,0.0,0.0,4487.827111780164,4487.827111780164,0.0,5208.5328276383725,5208.53282763837,-2.7284841053187847e-12,9696.359939418537,9696.359939418537,1384038.293671545,-9696.359948380385,9696.359948380385,8.961847925093025e-06,9.242486843312734e-08,3.028773495980569e-12,243,1,7237.274307083654,243,2,6,9.132993191486648e-09,2009-03-19,6522.536169929949,0.0
0.0,0.0,0.0,4387.208104530495,4387.208104530495,0.0,5007.688041318554,5007.688041318554,0.0,9394.896145849048,9394.896145849048,1374643.397516946,-9394.896154599031,9394.896154599031,8.749982953304425e-06,9.313549409506878e-08,5.036742697757927e-14,243,1,7126.801249865346,243,2,6,8.955357858299158e-09,2009-03-20,6522.536169929949,0.0
0.0,0.0,0.0,4285.59144092253,4285.59144092253,0.0,4825.951819510463,4825.951819510457,-5.4569682106375694e-12,9111.543260432993,9111.543260432993,1365531.8542478613,-9111.543269084767,9111.543269084767,8.65177389641758e-06,9.495399013000167e-08,5.7306684083432285e-12,243,1,7018.0095787241335,243,2,6,8.815875487444226e-09,2009-03-21,6522.536169929949,0.0
0.0,0.0,0.0,4181.86974587068,4181.86974587068,0.0,4660.566879259953,4660.566879259943,-1.000444171950221e-11,8842.436625130633,8842.436625130633,1356689.4176140935,-8842.436633767793,8842.436633767793,8.637160135549493e-06,9.767850755713213e-08,1.1757374832896963e-11,243,1,6909.769695437735,243,2,6,8.748747606709659e-09,2009-03-22,6522.536169929949,0.0
0.0,0.0,0.0,4078.2935727595286,4078.2935727595286,0.0,4511.108231299009,4511.1082312989965,-1.2732925824820995e-11,8589.401804058538,8589.401804058538,1348100.0158013524,-8589.401812741067,8589.401812741067,8.682529369252734e-06,1.0108421469319931e-07,1.334847150784631e-11,243,1,6803.003241907129,243,2,6,8.61544358243389e-09,2009-03-23,6522.536169929949,0.0
0.0,0.0,0.0,3977.236940775533,3977.236940775533,0.0,4373.676281469855,4373.676281469835,-2.000888343900442e-11,8350.913222245388,8350.913222245388,1339749.1025703861,-8350.913230966311,8350.913230966311,8.720922778593376e-06,1.0443076747887908e-07,2.0326581586684447e-11,243,1,6699.265890332201,243,2,6,8.515249084703264e-09,2009-03-24,6522.536169929949,0.0
0.0,0.0,0.0,3879.9220621558293,3879.9220621558293,0.0,4239.031680041891,4239.031680041875,-1.6370904631912708e-11,8118.95374219772,8118.95374219772,1331630.148819422,-8118.953750964254,8118.953750964254,8.766533937887289e-06,1.0797615316931844e-07,1.7512002290813366e-11,243,1,6599.334588311788,243,2,6,8.403357862984704e-09,2009-03-25,6522.536169929949,0.0
0.0,0.0,0.0,3786.964268563642,3786.964268563642,0.0,4103.88985261092,4103.889852610901,-1.9099388737231493e-11,7890.854121174561,7890.854121174561,1323739.294689429,-7890.854129992891,7890.854129992891,8.818329661153257e-06,1.1175380403542198e-07,2.050397073949997e-11,243,1,6503.5485959754005,243,2,6,8.34526545471044e-09,2009-03-26,6522.536169929949,0.0
0.0,0.0,0.0,3697.7909909874875,3697.7909909874875,0.0,3969.2302695735066,3969.2302695734734,-3.319655661471188e-11,7667.021260560994,7667.021260560994,1316072.273419973,-7667.021269456018,7667.021269456018,8.89502371137496e-06,1.160166823432599e-07,3.564711496267859e-11,243,1,6411.334861216274,243,2,6,8.24070480948511e-09,2009-03-27,6522.536169929949,0.0
0.0,0.0,0.0,3613.3310807712883,3613.3310807712883,0.0,3837.807380036576,3837.80738003656,-1.5916157281026244e-11,7451.138460807864,7451.138460807864,1308621.1349501451,-7451.138469827827,7451.138469827827,9.019962817546912e-06,1.2105482744780255e-07,1.5383287800273093e-11,243,1,6323.811627067026,243,3,6,8.143445136672659e-09,2009-03-28,6522.536169929949,0.0
0.0,0.0,0.0,3541.175767474495,3541.175767474495,0.0,3708.817785509459,3708.8177855094596,4.547473508864641e-13,7249.993552983954,7249.993552983954,1301371.1413879632,-7249.993562181946,7249.993562181946,9.197991857945453e-06,1.2686896586949854e-07,5.885565502000053e-12,243,1,6249.242901808784,243,3,5,8.088975050931291e-09,2009-03-29,6522.536169929949,0.0
0.0,0.0,0.0,3471.7517189444175,3471.7517189444175,0.0,3585.1742823691907,3585.174282369186,-4.547473508864641e-12,7056.926001313608,7056.926001313608,1294314.2153772805,-7056.926010682713,7056.926010682713,9.369105100631714e-06,1.3276467808290526e-07,3.3750568608449842e-12,243,1,6178.513512772661,243,3,5,8.021813488081126e-09,2009-03-30,6522.536169929949,0.0
0.0,0.0,0.0,3403.496166622403,3403.496166622403,0.0,3467.305859879933,3467.3058598799225,-1.0459189070388675e-11,6870.802026502336,6870.802026502336,1287443.4133412535,-6870.802036026958,6870.802036026958,9.524622328171972e-06,1.3862460711616698e-07,1.1843837689697863e-11,243,1,6109.799472264345,243,2,5,7.969051072575316e-09,2009-03-31,6522.536169929949,0.0
0.0,0.0,0.0,3339.312172693634,3339.312172693634,0.0,3353.68473947907,3353.6847394790657,-4.092726157978177e-12,6692.996912172704,6692.996912172704,1280750.4164193452,-6692.996921908343,6692.996921908343,9.73563965089852e-06,1.4546009455092715e-07,4.687070573589875e-12,243,1,6045.815922624336,243,2,4,7.93791291658563e-09,2009-04-01,6522.536169929949,0.0
0.0,0.0,0.0,3276.9629712508063,3276.9629712508063,0.0,3243.131289457469,3243.1312894574694,4.547473508864641e-13,6520.094260708275,6520.094260708275,1274230.322148682,-6520.094270663103,6520.094270663103,9.954827874025796e-06,1.526792015694794e-07,1.963816038331386e-12,243,1,5984.434179913369,243,2,4,7.855838864928555e-09,2009-04-02,6522.536169929949,0.0
0.0,0.0,0.0,3215.242084694155,3215.242084694155,0.0,3135.819855639762,3135.8198556397633,1.3642420526593924e-12,6351.061940333917,6351.061940333917,1267879.2601981938,-6351.061950488249,6351.061950488249,1.01543319033226e-05,1.5988400022679623e-07,1.223261913888798e-12,243,1,5924.133038449933,243,2,4,7.79008701436032e-09,2009-04-03,6522.536169929949,0.0
0.0,0.0,0.0,3154.333072035073,3154.333072035073,0.0,3033.2809078028604,3033.28090780286,-4.547473508864641e-13,6187.613979837934,6187.613979837934,1261691.646208016,-6187.613990177866,6187.613990177866,1.0339932487113401e-05,1.6710694144022024e-07,0.0,243,1,5864.87880885968,243,2,4,7.762060162372083e-09,2009-04-04,6522.536169929949,0.0
0.0,0.0,0.0,3094.516772565456,3094.516772565456,0.0,2934.4268867132155,2934.4268867132128,-2.7284841053187847e-12,6028.9436592786715,6028.9436592786715,1255662.702538228,-6028.943669788074,6028.943669788074,1.0509402272873558e-05,1.7431581465154041e-07,4.658617241970475e-13,243,1,5806.646947267887,243,2,4,7.669656181901544e-09,2009-04-05,6522.536169929949,0.0
0.0,0.0,0.0,3035.693395994938,3035.693395994938,0.0,2839.6537501896323,2839.6537501896287,-3.637978807091713e-12,5875.34714618457,5875.34714618457,1249787.3553813682,-5875.3471568597015,5875.3471568597015,1.0675131306925323e-05,1.8169362629851893e-07,5.6556489495924135e-12,243,1,5749.417685442195,243,2,4,7.64671904834775e-09,2009-04-06,6522.536169929949,0.0
0.0,0.0,0.0,2978.0492973736164,2978.0492973736164,0.0,2750.671723959237,2750.671723959235,-2.2737367544323206e-12,5728.7210213328535,5728.7210213328535,1244058.6343491864,-5728.721032181755,5728.721032181755,1.0848901183635462e-05,1.8937736927126495e-07,3.862244362379816e-12,243,1,5693.284771566244,243,2,4,7.622354710441947e-09,2009-04-07,6522.536169929949,0.0
0.0,0.0,0.0,2921.496329832045,2921.496329832045,0.0,2665.364807754909,2665.364807754907,-2.2737367544323206e-12,5586.861137586954,5586.861137586954,1238471.7732005925,-5586.861148593947,5586.861148593947,1.100699319067644e-05,1.970156926747067e-07,1.3110038680653687e-12,243,1,5638.148025990682,243,2,4,7.575557457024247e-09,2009-04-08,6522.536169929949,0.0
0.0,0.0,0.0,2866.193407782096,2866.193407782096,0.0,2582.3967594196456,2582.396759419643,-2.7284841053187847e-12,5448.590167201742,5448.590167201742,1233023.1830222504,-5448.59017834207,5448.59017834207,1.1140328751935158e-05,2.0446259284131007e-07,8.272841547144606e-13,243,1,5584.030676846349,243,2,4,7.484852381284885e-09,2009-04-09,6522.536169929949,0.0
0.0,0.0,0.0,2812.168412409461,2812.168412409461,0.0,2502.9233475364827,2502.9233475364736,-9.094947017729282e-12,5315.0917599459435,5315.0917599459435,1227708.091251053,-5315.091771197505,5315.091771197505,1.125156177295139e-05,2.1169082787852563e-07,9.33480641108814e-12,243,1,5530.921445397178,243,2,4,7.434526795768943e-09,2009-04-10,6522.536169929949,0.0
0.0,0.0,0.0,2759.4634057318412,2759.4634057318412,0.0,2428.534867435707,2428.5348674356956,-1.1368683772161603e-11,5187.998273167548,5187.998273167548,1222520.0929665405,-5187.998284512432,5187.998284512432,1.1344884114805609e-05,2.1867555640242082e-07,9.282671813965514e-12,243,1,5478.665685316543,243,2,4,7.3489262720616835e-09,2009-04-11,6522.536169929949,0.0
0.0,0.0,0.0,2708.111505679998,2708.111505679998,0.0,2359.166908635032,2359.166908635031,-9.094947017729282e-13,5067.27841431503,5067.27841431503,1217452.8145408148,-5067.278425725643,5067.278425725643,1.1410612387408037e-05,2.2518226607558117e-07,1.482758560041994e-12,243,1,5427.25340620489,243,2,4,7.3884194192038005e-09,2009-04-12,6522.536169929949,0.0
0.0,0.0,0.0,2658.154707013388,2658.154707013388,0.0,2291.8555025761857,2291.8555025761752,-1.0459189070388675e-11,4950.010209589574,4950.010209589574,1212502.80431979,-4950.010221024742,4950.010221024742,1.1435168744355906e-05,2.3101303297892216e-07,1.0492059960741395e-11,243,1,5376.742781989365,243,2,4,7.315990537378395e-09,2009-04-13,6522.536169929949,0.0
0.0,0.0,0.0,2609.5498155115165,2609.5498155115165,0.0,2227.342785594001,2227.3427855939963,-4.547473508864641e-12,4836.892601105517,4836.892601105517,1207665.911707252,-4836.892612538068,4836.892612538068,1.1432550309109502e-05,2.3636146643972085e-07,8.779952713847892e-12,243,1,5327.034308632551,243,2,4,7.31997410153868e-09,2009-04-14,6522.536169929949,0.0
0.0,0.0,0.0,2562.000665565242,2562.000665565242,0.0,2165.7710121719106,2165.771012171909,-1.3642420526593924e-12,4727.7716777371525,4727.7716777371525,1202938.140018098,-4727.771689153975,4727.771689153975,1.1416822417231742e-05,2.4148421641051707e-07,1.69371959059383e-12,243,1,5278.113664930884,243,2,4,7.287924411898809e-09,2009-04-15,6522.536169929949,0.0
0.0,0.0,0.0,2515.343681366951,2515.343681366951,0.0,2106.4187692886403,2106.4187692886285,-1.1823431123048067e-11,4621.762450655591,4621.762450655591,1198316.3775560423,-4621.762462055776,4621.762462055776,1.140018503065221e-05,2.4666315338026625e-07,1.2238723923196915e-11,243,1,5229.999953814538,243,2,4,7.255564935263618e-09,2009-04-16,6522.536169929949,0.0
0.0,0.0,0.0,2469.6345239070038,2469.6345239070038,0.0,2049.3093148240064,2049.309314824,-6.366462912410498e-12,4518.94383873101,4518.94383873101,1193797.4337059227,-4518.943850119598,4518.943850119598,1.1388588063709904e-05,2.520187999992187e-07,7.674031489755486e-12,243,1,5182.630610688786,243,2,4,7.154066015994579e-09,2009-04-17,6522.536169929949,0.0
0.0,0.0,0.0,2424.8839074986304,2424.8839074986304,0.0,1994.307512758463,1994.3075127584557,-7.275957614183426e-12,4419.191420257093,4419.191420257093,1189378.2422742944,-4419.191431628307,4419.191431628307,1.1371213986421935e-05,2.5731435631047256e-07,8.608006762596298e-12,243,1,5136.224282191781,243,2,4,7.154224355240385e-09,2009-04-18,6522.536169929949,0.0
0.0,0.0,0.0,2381.1976682617837,2381.1976682617837,0.0,1941.2011783387002,1941.2011783386965,-3.637978807091713e-12,4322.398846600484,4322.398846600484,1185055.843416348,-4322.398857946275,4322.398857946275,1.1345790881023277e-05,2.6248829073617847e-07,4.183569029807884e-12,243,1,5090.607187586493,243,2,4,7.111697896428043e-09,2009-04-19,6522.536169929949,0.0
0.0,0.0,0.0,2338.5523202490785,2338.5523202490785,0.0,1889.954886526276,1889.9548865262748,-1.1368683772161603e-12,4228.5072067753545,4228.5072067753545,1180827.3361982503,-4228.507218097802,4228.507218097802,1.1322447790007573e-05,2.677646556105676e-07,3.4358203552971637e-12,243,1,5045.674509049911,243,2,4,7.0472707269356176e-09,2009-04-20,6522.536169929949,0.0
0.0,0.0,0.0,2296.866676320064,2296.866676320064,0.0,1840.580191682055,1840.580191682044,-1.1141310096718371e-11,4137.446868002119,4137.446868002119,1176689.8893189374,-4137.446879312862,4137.446879312862,1.1310742593195755e-05,2.7337493200817166e-07,1.2236605405373533e-11,243,1,5001.368726703824,243,2,4,7.062501569319548e-09,2009-04-21,6522.536169929949,0.0
0.0,0.0,0.0,2256.129186656718,2256.129186656718,0.0,1792.5291012702614,1792.5291012702573,-4.092726157978177e-12,4048.6582879269795,4048.6582879269795,1172641.2310197009,-4048.6582992365584,4048.6582992365584,1.1309578894724837e-05,2.793414029743494e-07,4.5897904120790234e-12,243,1,4957.669292324101,243,2,4,7.033267119545218e-09,2009-04-22,6522.536169929949,0.0
0.0,0.0,0.0,2216.3814866342195,2216.3814866342195,0.0,1746.0660237991528,1746.066023799149,-3.865352482534945e-12,3962.4475104333724,3962.4475104333724,1168678.7834979482,-3962.447521752678,3962.447521752678,1.1319305485812947e-05,2.8566448952757787e-07,2.101801282048863e-12,243,1,4914.570944042234,243,2,4,6.991179870130821e-09,2009-04-23,6522.536169929949,0.0
0.0,0.0,0.0,2177.736403177916,2177.736403177916,0.0,1702.9110120814848,1702.911012081486,1.1368683772161603e-12,3880.647415259401,3880.647415259401,1164798.1360713588,-3880.647426589392,3880.647426589392,1.1329991139064077e-05,2.9196136349397076e-07,7.287805988475379e-13,243,1,4872.129117190945,243,2,4,6.964939895069741e-09,2009-04-24,6522.536169929949,0.0
0.0,0.0,0.0,2140.1864192832304,2140.1864192832304,0.0,1661.7353442898557,1661.7353442898498,-5.9117155615240335e-12,3801.921763573086,3801.921763573086,1160996.2142964466,-3801.92177491216,3801.92177491216,1.1339073807903333e-05,2.9824584721144905e-07,7.145920990108975e-12,243,1,4830.2794640618695,243,2,4,6.8751817769277824e-09,2009-04-25,6522.536169929949,0.0
