reach_id,dry_season_year,observed_days,expected_days,complete_season,routed_unimpaired_streamflow_volume_m3,routed_pumped_streamflow_volume_m3,routed_streamflow_depletion_volume_m3,integrated_routed_impaired_streamflow_fraction_pct,integrated_routed_streamflow_depletion_fraction_pct,local_unimpaired_streamflow_volume_m3,local_streamflow_depletion_volume_m3,integrated_local_streamflow_depletion_fraction_pct,routed_streamflow_depletion_mean_m3d,routed_streamflow_depletion_maximum_m3d,routed_natural_zero_flow_days,routed_pumped_zero_flow_days,routed_pumped_near_zero_flow_days,pumping_created_near_zero_flow_days,fraction_defined_days,days_with_at_least_50pct_depletion,days_with_at_least_90pct_depletion,routed_unimpaired_streamflow_mean_m3d,routed_unimpaired_streamflow_median_m3d,routed_unimpaired_streamflow_minimum_m3d,routed_unimpaired_streamflow_p05_m3d,routed_unimpaired_streamflow_minimum_7day_mean_m3d,routed_unimpaired_streamflow_minimum_30day_mean_m3d,routed_pumped_streamflow_mean_m3d,routed_pumped_streamflow_median_m3d,routed_pumped_streamflow_minimum_m3d,routed_pumped_streamflow_p05_m3d,routed_pumped_streamflow_minimum_7day_mean_m3d,routed_pumped_streamflow_minimum_30day_mean_m3d,depletion_volume_rank_within_season,depletion_fraction_rank_within_season,downstream_reach_id,is_outlet_reach,stream_node_count,reach_length_m,incremental_area_m2,upstream_area_m2
11,2010,31,153,False,4521.021786762745,3924.5521225954903,596.4696641672557,86.80675094480458,13.193249055195436,4521.021786762745,596.4696641672557,13.193249055195436,19.24095690862115,26.577772333683583,0,0,0,0,31,0,0,145.83941247621763,144.9052675288549,120.72580088287248,122.99691082904997,125.37096684171625,144.89741015165518,126.59845556759647,124.51172620878516,94.1480285491889,96.65018462101159,99.39889739647502,125.21172423573914,,,34.0,False,46,2573.649529595932,1749923.8448572643,1749923.8448572643
12,2010,31,153,False,885.2646274911565,830.8453423885234,54.41928510263315,93.85276634661689,6.147233653383127,885.2646274911565,54.41928510263315,6.147233653383127,1.7554608097623596,2.421573383650504,0,0,0,0,31,0,0,28.556923467456652,28.617567428245522,27.281206936563578,27.424964437313847,27.56534754574549,28.521533771971928,26.8014626576943,26.806869688886806,24.859633552913074,25.055457027726987,25.250984151337637,26.737245724819296,,,21.0,False,5,250.04925958719105,283703.5808656616,283703.5808656616
13,2010,31,153,False,99.54855978523615,95.01262902020254,4.535930765033615,95.44349935868551,4.556500641314481,99.54855978523615,4.535930765033615,4.556500641314481,0.14632034725914886,0.18411342415485255,0,0,0,0,31,0,0,3.211243864039876,3.133651756485319,2.117403649731612,2.2033741750325335,2.295146249450449,3.165356379087086,3.0649235167807265,2.963545528323613,1.935379460284359,2.0203129886505504,2.1117075642691145,3.0145176500504443,,,22.0,False,1,50.00985191669315,263618.3671985846,263618.3671985846
14,2010,31,153,False,534.2596450380254,497.3323162540728,36.927328783952554,93.08813062582627,6.91186937417373,534.2596450380254,36.927328783952554,6.91186937417373,1.19120415432105,1.6332093070958802,0,0,0,0,31,0,0,17.23418209800082,17.242957409398628,15.50315552372101,15.678848560216036,15.854101451013625,17.1773576528201,16.042977943679766,15.981250459366539,13.869946216625129,14.074823229876781,14.281768349684848,15.962025632832711,,,25.0,False,3,171.26767302837195,286214.2295021044,286214.2295021044
15,2010,31,153,False,1382.074137852377,1316.6564362208271,65.41770163154987,95.26670097935533,4.733299020644673,1382.074137852377,65.41770163154987,4.733299020644673,2.1102484397274153,2.848271869816955,0,0,0,0,31,0,0,44.583036704915386,44.48244120531524,39.10071482490156,39.61289179644937,40.13549454204845,44.38821874936729,42.47278826518797,42.27873005388988,36.252442955084604,36.81752626455638,37.396882712016236,42.240616044180875,,,21.0,False,3,171.26767302837195,303788.7854001284,303788.7854001284
16,2010,31,153,False,709.5188763084346,662.2571033996214,47.261772908813114,93.33889844415245,6.661101555847539,709.5188763084346,47.261772908813114,6.661101555847539,1.5245733196391327,2.173208565785064,0,0,0,0,31,0,0,22.88770568736886,22.680131342353747,16.78356255598893,17.345055339969583,17.924891772270502,22.660613096330355,21.36313236772972,21.003010864194806,14.610353990203865,15.202987738978791,15.82293607686911,21.092673431133466,,,30.0,False,15,959.243210574303,728088.830096841,728088.830096841
17,2010,31,153,False,19658.85101704715,19163.068457115653,495.7825599314979,97.47806949906901,2.521930500931009,19658.85101704715,495.7825599314979,2.521930500931009,15.992985804241867,21.660605813667075,0,0,0,0,31,0,0,634.1564844208758,632.4210504130999,579.3121028002199,584.3614849626989,589.4943318114817,632.1329358536495,618.163498616634,615.3658711721544,557.6514969865528,563.1002109387181,568.6635699799516,615.8211890921455,,,35.0,False,31,1696.2663260597874,1323113.1465500633,1323113.1465500633
18,2010,31,153,False,2961.425677380814,2554.530013293513,406.89566408730036,86.26014263349087,13.73985736650912,2961.425677380814,406.89566408730036,13.73985736650912,13.125666583461301,18.17876918217955,0,0,0,0,31,0,0,95.52986056067141,95.37862576723522,85.27992705419743,86.2471317834582,87.23366795117397,95.1688840914899,82.40419397721013,81.42694683075062,67.10115787201788,68.36045678245432,69.65402021136278,81.75460243422896,,,39.0,False,7,496.02988004490794,396682.87857353204,396682.87857353204
19,2010,31,153,False,3107.1294337665663,2935.381074964123,171.74835880244333,94.47244273328374,5.527557266716251,3107.1294337665663,171.74835880244333,5.527557266716251,5.540269638788494,7.747902469585711,0,0,0,0,31,0,0,100.22998173440538,99.85815584290161,83.28102408363094,84.84683994643628,86.44907562954293,99.62025561926112,94.68971209561687,93.98221044105254,75.53312161404523,77.25013141081368,79.0150622893424,93.95911811759139,,,36.0,False,7,433.86175925048747,404214.83336243127,404214.83336243127
20,2010,31,153,False,1878.5906683819867,1831.4176194190632,47.17304896292354,97.48891284531115,2.511087154688853,1878.5906683819867,47.17304896292354,2.511087154688853,1.5217112568685012,2.1062638421799846,0,0,0,0,31,0,0,60.59969898006407,60.486643134049,55.80831062141408,56.251810010698904,56.70450365649237,60.42618282584292,59.07798772319558,58.892359441970854,53.702046779234095,54.175771057215236,54.67730162759983,58.874765202468815,,,28.0,False,5,270.9008191041778,409236.13807318325,409236.13807318325
21,2010,31,153,False,3340.913153711391,3096.896430142579,244.01672356881176,92.69610695214463,7.303893047855367,1073.5743883678574,124.1797368346287,11.566942931958138,7.871507211897153,10.97559840401324,0,0,0,0,31,0,0,107.77139205520616,107.59428167698786,96.24365557465347,97.33488270903466,98.44360798585933,107.365510993362,99.899884843309,99.29413261054711,85.26805717064023,86.57704410906962,87.9194580615456,99.33267019739381,,,27.0,False,11,654.5594475581136,394172.2247361882,981664.5910019783
22,2010,31,153,False,463.47387539264884,385.3394917516484,78.13438364100045,83.14157759705311,16.85842240294689,363.92531560741236,73.59845287596673,20.223504581737235,2.5204639884193694,3.327095751339251,0,0,0,0,31,0,0,14.950770173956414,14.719144790766467,10.600913590222866,10.957914113997166,11.336141264117842,14.777920620477195,12.430306185537045,11.952371218669011,7.273817838883615,7.655111062229572,8.055596119540393,12.196328585427034,,,25.0,False,16,925.2669877830901,394172.2269855382,1109707.801805299
23,2010,31,153,False,10151.125680566613,9696.963100135634,454.1625804309775,95.52598800642937,4.47401199357062,984.487444735774,104.98227117615808,10.663647539388805,14.650405820354115,19.71677040387101,0,0,0,0,31,0,0,327.455667115052,326.28840398502183,285.1710437877555,289.0946437761929,293.09600895820125,325.88551122977424,312.8052612946979,310.8648502162948,265.45427338388447,269.678047800059,273.98840738019277,310.9381962447782,,,37.0,False,8,483.6783322879794,173234.92754020586,1350730.3107679524
24,2010,31,153,False,1423.3410639278702,1157.5491373877967,265.79192654007335,81.3261955777071,18.673804422292896,26.98724741793392,59.76994083828271,221.4747577352539,8.573933114195915,11.469788966861557,0,0,0,0,31,0,0,45.914227868640985,45.695053709093486,38.388257338185895,39.06621144938699,39.764758329374274,45.63709479453568,37.34029475444506,36.36200988794778,26.918468371324337,27.73595270748728,28.59976152821999,36.85984198400713,,,26.0,False,8,546.0397319625324,170724.27853797673,1343198.3602517666
25,2010,31,153,False,1208.2322799310725,986.045399420572,222.18688051050034,81.61058231922294,18.389417680777054,210.49875950039822,107.12516808554734,50.8911160995914,7.167318726145172,10.050085754992597,0,0,0,0,31,0,0,38.97523483648621,38.445642087659856,26.531212071264235,27.60515227425777,28.724135512174037,38.496205791673965,31.807916110341033,30.584357093132414,16.481126316271638,17.685730970584366,18.949632763419213,31.13575090660491,,,33.0,False,16,967.7432223359499,401704.18460896594,1797626.2159163693
26,2010,31,153,False,2797.9178732646287,2435.693397336126,362.22447592850244,87.05378455208705,12.946215447912936,325.2912380030834,46.085319367584205,14.167402617572925,11.68466051382266,15.70697016414318,0,0,0,0,31,0,0,90.25541526660093,90.04492060494371,79.00521820308522,80.0522416867578,81.12201569317354,89.8557483275529,78.57075475277826,77.27124580777303,63.29824803894204,64.53898469023113,65.83526596867519,77.88404155446179,,,27.0,False,4,242.1290844629832,75319.5354052506,1684646.9150082257
27,2010,31,153,False,6273.638172278838,5646.561991814458,627.07618046438,90.00458484782841,9.995415152171592,134.8071453028187,20.83498096706594,15.45539809500758,20.22826388594774,27.63690092207449,0,0,0,0,31,0,0,202.37542491222058,201.96203168939093,179.2754712574887,181.4386415842839,183.64375005817277,201.5559803943408,182.14716102627284,180.13413034430644,151.63857033541422,154.22591148257118,156.90599683066324,180.85852583718014,,,28.0,False,8,504.91644956468326,82851.48632940903,2749162.992339613
28,2010,31,153,False,9346.950216500432,8619.138246320997,727.8119701794352,92.21337491565315,7.786625084346853,1194.7213758396076,53.562740752131816,4.483283034463984,23.4778054896592,32.01104889256757,0,0,0,0,31,0,0,301.51452311291723,300.8875275087961,271.9605946744954,274.7035834167207,277.50504224368467,300.4538873440784,278.03671762325797,275.6225397505874,239.9495457819278,243.17829674990358,246.5383276444156,276.44280441970216,,,29.0,False,6,341.762230538241,173234.92950894168,3331634.0599217378
29,2010,31,153,False,10140.5820604588,9381.685421569613,758.8966388891868,92.51624182552247,7.483758174477523,641.5183965763206,14.975723563107902,2.334418411542195,24.480536738360865,33.236875815706526,0,0,0,0,31,0,0,327.1155503373807,326.0638278696504,294.1589115333268,297.17811814836165,300.26348328309945,325.8969608601144,302.63501359901977,299.7903577006617,260.92203571762025,264.4434408223698,268.1053590831546,300.86675827654085,,,30.0,False,2,141.72282287053707,22595.86023219582,3610316.335428228
30,2010,31,153,False,11022.70054207321,10207.02909257268,815.6714495005274,92.60007612120874,7.3999238787912445,172.59960530597505,9.513037702527635,5.511621933122875,26.311982241952496,35.84656868979431,0,0,0,0,31,0,0,355.57098522816807,354.31112954885805,316.504259477614,320.0853940281387,323.75106788989376,354.12503673532893,329.2590029862155,326.0169189106225,280.6576907878197,284.77835867935323,289.06777050422943,327.2105170455314,,,31.0,False,1,70.86141143461126,5021.302404239921,4343426.467929309
31,2010,31,153,False,12726.730774847969,11652.08562780287,1074.6451470451013,91.55599999672393,8.444000003276088,1044.136636618029,136.28627367945785,13.052532484722567,34.66597248532585,47.305539200840656,0,0,0,0,31,0,0,410.5397024144507,408.9966860836491,368.0250091468156,371.87149460175164,375.80209222019226,408.9372334867667,375.8737299291248,371.80705884611683,320.71946994597494,325.33802099533415,330.1494053620328,373.4859694703227,,,32.0,False,8,483.8716111678379,138085.8141556785,4772747.813765408
32,2010,31,153,False,17323.314354166476,15900.612867859005,1422.7014863074708,91.78735975563883,8.212640244361166,946.0245857212703,62.53468230048967,6.610259737891677,45.89359633249906,62.07449607198697,0,0,0,0,31,0,0,558.8165920698863,556.4208335152939,498.35509522382165,503.69567329053007,509.15928722483307,556.511607528297,512.9229957373873,506.96150934936065,436.2805991518347,442.64226715865993,449.25820682225196,509.6038949094999,,,33.0,False,2,120.87126335196169,100426.0452376852,5272367.387711016
33,2010,31,153,False,24443.412793949734,22216.45490296407,2226.957890985668,90.88933321317192,9.110666786828096,5911.866159852192,582.069524167697,9.845783182991575,71.83735132211832,100.0133725165872,0,0,0,0,31,0,0,788.4971869016046,784.9997659774401,693.4452000302936,701.8461097245324,710.4862183555617,784.9023205284991,716.6598355794862,707.5756628084765,593.4318275137064,603.629166672117,614.2489185536108,711.3660911900272,,,34.0,False,21,1342.5152812697781,723067.5289204444,7793061.13254783
34,2010,31,153,False,29495.59167872497,26624.155074312846,2871.4366044121216,90.26486182854478,9.735138171455212,531.1570980124841,48.00904925919705,9.03857812290191,92.6269872391007,128.8391140870715,0,0,0,0,31,0,0,951.4706993137087,946.9983860147017,830.8310403758318,841.5385329295439,852.591015234674,946.9131180252294,858.843712074608,847.4676374476628,701.9919262887603,714.7655091411624,728.2152937771134,852.0947310746501,,,35.0,False,5,292.3322152595349,42681.06853455562,9585666.045939649
35,2010,31,153,False,49837.53757585182,46450.59759165701,3386.939984194806,93.20403826324694,6.7959617367530365,683.0948800796991,19.720819851186846,2.8869810660688815,109.2561285224131,151.42422087185741,0,0,0,0,31,0,0,1607.6625024468326,1601.4359652960657,1431.1475703581239,1447.0011428021496,1463.2849562033214,1601.0447260918531,1498.4063739244198,1484.1486033833198,1279.7233494862664,1298.0600294497408,1317.1906258791919,1489.2588622586436,,,36.0,False,2,120.87126335289301,17574.557946998793,10926353.75043671
36,2010,31,153,False,56187.02786853641,52447.702031000066,3739.3258375363466,93.34485916164594,6.655140838354066,3242.3608589180303,180.63749453909668,5.571171821984523,120.6234141140757,167.30140325713523,0,0,0,0,31,0,0,1812.4847699527875,1805.6970023694862,1610.764457137068,1628.9437159688218,1647.6079382977148,1804.9597899865325,1691.8613558387117,1676.2391280239192,1443.4630538799327,1464.4242118798788,1486.247889221695,1681.5470249700977,,,37.0,False,9,554.3464648439374,246043.8139298122,11576612.397728955
37,2010,31,153,False,74952.33049791378,70411.32524807968,4541.005249834092,93.94147557565206,6.058524424347935,8614.176948810747,347.51683186676877,4.034243015111805,146.48404031722876,202.4292524735506,0,0,0,0,31,0,0,2417.8171128359286,2409.1363445729758,2139.8905678048286,2165.1048119924353,2190.9644447756687,2407.507848541955,2271.3330725186993,2252.163599093181,1937.461315331278,1965.9126815055997,1995.422134570576,2257.670916207157,,,38.0,False,14,868.1100762587881,718046.2255687247,13645388.934065633
38,2010,31,153,False,89053.92483153207,83743.56288537667,5310.361946155401,94.03691419979378,5.96308580020621,8401.461007567343,386.4327413687496,4.599589773977203,171.30199826307745,236.47540520148323,0,0,0,0,31,0,0,2872.707252630067,2863.320012044537,2555.8325417497676,2584.642034830319,2614.235305787241,2861.013182886388,2701.405254366989,2679.6304442206474,2319.3571365482844,2351.8951429339695,2385.6073932011755,2685.788136220705,,,39.0,False,14,826.7935149833677,389150.92921974434,14456329.252980487
39,2010,31,153,False,93047.10823896162,87188.64071378537,5858.467525176251,93.70376185132947,6.296238148670519,1031.757730048739,141.20991493355018,13.686344266776619,188.98282339278228,260.3643505994346,0,0,0,0,31,0,0,3001.5196206116652,2991.9774689320443,2674.33456495798,2704.116235391329,2734.7012698069716,2989.462112535066,2812.536797218883,2789.47101749169,2413.9702143585455,2447.8295768047537,2482.905568248137,2796.1852102939793,,,,True,3,100.40626159310341,42681.0689361062,14895693.200490125
1,2011,153,153,True,49730.43373252779,38513.93155535066,11216.502177177128,77.44539643972456,22.55460356027543,49730.43373252779,11216.502177177128,22.55460356027543,73.31047174625574,92.38002503659439,0,0,0,0,153,0,0,325.0355145916849,295.3314646426122,164.89834376998698,174.09578115578526,168.31230175785214,183.90426305977098,251.72504284542916,207.1225240608408,116.06858521839845,121.43683644286045,118.20461384926524,125.62032024118301,15,13,38.0,False,12,746.272418510985,421789.3896951097,421789.3896951097
2,2011,153,153,True,1.146584363537503,1.2150548643333739e-12,1.1465843635362882,1.0597169322845307e-10,99.99999999989406,1.146584363537503,1.1465843635362882,99.99999999989406,0.007494015447949596,1.1250541365041933,71,81,153,1,1,1,1,0.007494015447957536,2.1094237467877974e-15,0.0,0.0,0.0,4.5805784956585926e-15,7.941535061002444e-15,0.0,0.0,0.0,0.0,5.850027935239964e-15,39,1,22.0,False,4,241.93580558405597,451917.20762117615,451917.20762117615
3,2011,153,153,True,45903.97180759575,41061.89370561579,4842.078101979971,89.45172299626861,10.548277003731407,45903.97180759575,4842.078101979971,10.548277003731407,31.647569293986734,42.03201554331312,0,0,0,0,153,0,0,300.0259595267696,265.5997930032805,134.87429801937668,144.04029856932323,138.39753566094663,153.32942137579315,268.3783902327829,225.02130815696535,110.18286828817908,117.56127375820489,113.10127684510896,124.62184770638699,23,36,23.0,False,11,655.5258419543384,891281.1523157916,891281.1523157916
4,2011,153,153,True,7802.473115802772,4758.530240909747,3043.942874893025,60.98746090226235,39.01253909773765,7802.473115802772,3043.942874893025,39.01253909773765,19.89505146988905,27.10877429133346,0,0,0,0,153,101,0,50.99655631243642,37.228525721498514,15.943200425781502,17.053095547001114,16.38142195497867,18.05828261085348,31.101504842547364,11.574433021979313,3.3797620029961495,4.202804285941611,3.7643688881956545,4.5483678750768,27,3,31.0,False,7,412.6236419737836,291235.53168042,291235.53168042
5,2011,153,153,True,33351.02633979426,27076.348678685674,6274.677661108588,81.18595332815387,18.81404667184613,33351.02633979426,6274.677661108588,18.81404667184613,41.01096510528489,58.44516553987552,0,0,0,0,153,0,0,217.9805643123808,185.1270225736029,96.5550328356671,102.10714846672951,98.71726074997365,107.84160647828793,176.9695992070959,133.41672220336633,70.5509119682069,73.87037508021498,71.7952436128832,77.22224611641695,20,22,32.0,False,12,683.5244610776874,399193.5287079231,399193.5287079231
6,2011,153,153,True,6254.874330002434,3934.7283290249366,2320.1460009774974,62.90659286552613,37.093407134473864,6254.874330002434,2320.1460009774974,37.093407134473864,15.164352947565343,21.719359242595054,0,36,51,51,153,99,54,40.88153156864336,27.09473249725388,7.356650998935863,8.093573769822312,7.644646889578104,9.269042114211826,25.717178621078016,9.609909337924151,0.0,0.0,0.0,1.4048022004923647e-14,28,4,24.0,False,8,442.9416076497891,444385.2526979965,444385.2526979965
7,2011,153,153,True,6980.2524305283605,5765.417550765713,1214.834879762647,82.59611823707796,17.40388176292203,6980.2524305283605,1214.834879762647,17.40388176292203,7.940097253350634,9.690132962227349,0,0,0,0,153,0,0,45.62256490541412,42.45263291429091,24.627745960565726,26.36821384371854,25.306832105958232,28.024641395334186,37.68246765206348,33.790122837605765,17.537614165738397,19.01690654977684,18.122276583363167,20.21803919488076,35,24,26.0,False,3,191.9259536664315,266129.0193512085,266129.0193512085
8,2011,153,153,True,4408.342952358325,3966.738373793032,441.60457856529274,89.98252669227905,10.017473307720946,4408.342952358325,441.60457856529274,10.017473307720946,2.886304435067273,4.566964048175333,12,23,31,12,134,20,6,28.812699035021733,20.871295839669404,0.0,0.0,0.0,0.8620420776844241,25.92639459995446,16.60338296816095,0.0,0.0,0.0,0.10008641484712463,37,37,29.0,False,4,221.47080382426637,256086.4152742944,256086.4152742944
9,2011,153,153,True,6595.206619086477,5059.353092675718,1535.8535264107607,76.71257907271607,23.28742092728395,6595.206619086477,1535.8535264107607,23.28742092728395,10.038258342553991,13.579614932828015,0,0,0,0,153,0,0,43.1059256149443,36.13558473236756,20.468887221091038,21.508578853077438,20.87116771768178,22.645972929369623,33.06766727239031,24.476850520807183,13.037212007592649,13.910828629855267,13.384874871376615,14.47401327495795,31,11,24.0,False,16,926.2333821795478,728088.8290157933,728088.8290157933
10,2011,153,153,True,28888.908947635366,25163.815616512897,3725.093331122474,87.10545511471322,12.894544885286791,28888.908947635366,3725.093331122474,12.894544885286791,24.347015236094602,32.56260390775765,0,0,0,0,153,0,0,188.81639835055793,171.68016343871068,89.9773055612935,95.63005802836723,92.19388329589084,101.44204986945846,164.46938311446337,140.7950763151021,69.94300433219293,75.25300448389244,72.0247779431756,80.19007017792394,26,33,23.0,False,3,191.73267478750427,286214.23091195483,286214.23091195483
11,2011,153,153,True,45100.946600862626,32741.08729198586,12359.85930887677,72.59512218610426,27.404877813895748,45100.946600862626,12359.85930887677,27.404877813895748,80.78339417566517,103.66989738900787,0,0,0,0,153,65,0,294.777428763808,236.15093134891288,92.90089670995044,100.96232457057812,95.97501303945289,110.32218087513589,213.99403458814288,136.06040277116884,35.69304274770242,41.43607835616723,37.989581015097876,45.63123586002591,14,8,34.0,False,46,2573.649529595932,1749923.8448572643,1749923.8448572643
12,2011,153,153,True,7129.098810232583,5726.147601348244,1402.9512088843367,80.32077761538883,19.679222384611133,7129.098810232583,1402.9512088843367,19.679222384611133,9.16961574434207,15.110706323914677,0,0,0,0,153,0,0,46.59541706034368,33.743509819411535,24.995543740392186,25.78012877879647,25.306010085331103,26.460990735145213,37.425801316001596,23.952908271118424,19.40898937682336,19.881596021082615,19.598037106175145,20.247081334449724,32,20,21.0,False,5,250.04925958719105,283703.5808656616,283703.5808656616
13,2011,153,153,True,1647.933126373871,1310.3306661095646,337.60246026430616,79.51358250761241,20.486417492387577,1647.933126373871,337.60246026430616,20.486417492387577,2.206552027871282,3.6429560421366762,0,0,27,21,147,0,0,10.77080474754164,6.358316761999453,0.8661171305057465,1.0710918634573963,0.9435313099122948,1.3296806084432906,8.564252719670357,3.9827891300365454,0.4719899368026339,0.5895064385551444,0.51638331725145,0.7336065181208238,38,18,22.0,False,1,50.00985191669315,263618.3671985846,263618.3671985846
14,2011,153,153,True,5201.310915034453,4343.526885815114,857.7840292193393,83.5083108233368,16.491689176663215,5201.310915034453,857.7840292193393,16.491689176663215,5.606431563525094,9.995383896337358,0,0,0,0,153,0,0,33.99549617669577,21.91710070038978,12.841555697440613,12.887396730178587,12.844310040402446,13.843041807836764,28.389064613170678,15.288684911514052,11.555781610473993,11.640045609781303,11.63302670710389,11.707304066597924,36,28,25.0,False,3,171.26767302837195,286214.2295021044,286214.2295021044
