date,Q_m3d,storage_m3,substeps
2022-08-26,1757.674254198093,1288355.8207537215,243
2022-08-27,1748.0417037406005,1286607.779049981,243
2022-08-28,1738.6485783166718,1284869.1304716642,243
2022-08-29,1729.3841074418742,1283139.7463642224,243
2022-08-30,1720.1694761323743,1281419.57688809,243
2022-08-31,1711.0177433737554,1279708.5591447162,243
2022-09-01,1701.9253462248016,1278006.6337984914,243
2022-09-02,1692.922980963951,1276313.7108175275,243
2022-09-03,1683.997872130014,1274629.7129453975,243
2022-09-04,1675.111800046172,1272954.6011453513,243
2022-09-05,1666.3427081722766,1271288.258437179,243
2022-09-06,1657.6974123441614,1269630.5610248349,243
2022-09-07,1649.0840408247896,1267981.47698401,243
2022-09-08,1640.519817752298,1266340.9571662578,243
2022-09-09,1632.1294904598035,1264708.827675798,243
2022-09-10,1623.8103104899637,1263085.017365308,243
2022-09-11,1615.5308736171573,1261469.4864916909,243
2022-09-12,1607.2925700470805,1259862.1939216438,243
2022-09-13,1599.1206389158033,1258263.073282728,243
2022-09-14,1591.0724646353628,1256672.0008180926,243
2022-09-15,1583.0826465010177,1255088.9181715916,243
2022-09-16,1575.2072039861232,1253513.7109676055,243
2022-09-17,1567.3775901431218,1251946.3333774623,243
2022-09-18,1559.586981780827,1250386.7463956815,243
2022-09-19,1551.938250611769,1248834.8081450698,243
2022-09-20,1544.394963077968,1247290.4131819918,243
2022-09-21,1536.9506877670065,1245753.4624942248,243
2022-09-22,1529.559007320553,1244223.9034869042,243
2022-09-23,1522.200839743251,1242701.702647161,243
2022-09-24,1514.877130246954,1241186.825516914,243
2022-09-25,1507.5851307339035,1239679.24038618,243
2022-09-26,1500.3524296018295,1238178.8879565783,243
2022-09-27,1493.2189170848578,1236685.6690394934,243
2022-09-28,1486.1263601477258,1235199.5426793457,243
2022-09-29,1479.0724648954347,1233720.4702144503,243
2022-09-30,1472.0792363306973,1232248.3909781196,243
2022-10-01,1465.168073238572,1230783.222904881,243
2022-10-02,1458.2973212720826,1229324.925583609,243
2022-10-03,1451.4657720371615,1227873.4598115718,243
2022-10-04,1444.673274765024,1226428.7865368067,243
2022-10-05,1437.936024134513,1224990.8505126722,243
2022-10-06,1431.3579552266747,1223559.4925574455,243
2022-10-07,1424.8423734777607,1222134.6501839678,243
2022-10-08,1418.3645319007337,1220716.285652067,243
2022-10-09,1411.924039231846,1219304.3616128352,243
2022-10-10,1405.5212856035214,1217898.8403272317,243
2022-10-11,1399.1560444007628,1216499.684282831,243
2022-10-12,1392.8495352524333,1215106.8347475785,243
2022-10-13,1386.8991013921332,1213719.9356461863,243
2022-10-14,1381.0909799027722,1212338.8446662836,243
2022-10-15,1375.315727520967,1210963.5289387626,243
2022-10-16,1369.5737223143224,1209593.9552164483,243
2022-10-17,1363.865460853558,1208230.0897555947,243
2022-10-18,1358.2123015378602,1206871.8774540569,243
2022-10-19,1352.60147082014,1205519.2759832367,243
2022-10-20,1347.0206650830805,1204172.2553181536,243
2022-10-21,1341.470004754141,1202830.7853133995,243
2022-10-22,1335.9495172044262,1201494.835796195,243
2022-10-23,1330.459163746331,1200164.3766324488,243
2022-10-24,1324.998766493285,1198839.3778659555,243
2022-10-25,1319.5658675888553,1197519.8119983666,243
2022-10-26,1314.1618209655862,1196205.650177401,243
2022-10-27,1308.8063442236744,1194896.8438331774,243
2022-10-28,1303.5392168234102,1193593.304616354,243
2022-10-29,1298.3464468196034,1192294.9581695343,243
2022-10-30,1293.1838244590908,1191001.7743450752,243
2022-10-31,1288.0405747396871,1189713.7337703356,243
2022-11-01,1282.9178754310124,1188430.8158949045,243
2022-11-02,1277.816593953874,1187152.9993009507,243
2022-11-03,1272.7502657186706,1185880.249035232,243
2022-11-04,1267.7378468678799,1184612.5111883641,243
2022-11-05,1262.7470299392007,1183349.764158425,243
2022-11-06,1257.8312706700526,1182091.9328877549,243
2022-11-07,1252.957552973181,1180838.9753347817,243
2022-11-08,1248.0996071631089,1179590.8757276186,243
2022-11-09,1243.2653149794787,1178347.610412639,243
2022-11-10,1238.458359807497,1177109.1520528316,243
2022-11-11,1233.6819574802648,1175875.4700953513,243
2022-11-12,1228.9121351782233,1174646.557960173,243
2022-11-13,1224.1562634557486,1173422.4016967174,243
2022-11-14,1219.4171249622013,1172202.9845717552,243
2022-11-15,1214.6953027544077,1170988.2892690008,243
2022-11-16,1209.9912639851682,1169778.2980050156,243
2022-11-17,1205.305375562515,1168572.992629453,243
2022-11-18,1200.644618325401,1167372.3480111277,243
2022-11-19,1196.0256067358423,1166176.3224043918,243
2022-11-20,1191.4211885228287,1164984.901215869,243
2022-11-21,1186.8303500134498,1163798.0708658556,243
2022-11-22,1182.254220356699,1162615.8166454989,243
2022-11-23,1177.7307768245228,1161438.0858686743,243
2022-11-24,1173.256376392208,1160264.8294922821,243
2022-11-25,1168.79394606594,1159096.0355462162,243
2022-11-26,1164.373436478898,1157931.6621097373,243
2022-11-27,1159.992870029062,1156771.6692397082,243
2022-11-28,1155.6221058149822,1155616.0471338932,243
2022-11-29,1151.2624162090942,1154464.7847176841,243
2022-11-30,1146.9148290269077,1153317.8698886572,243
2022-12-01,1142.580175475916,1152175.2897131813,243
