date,ET,P,Deficit,Recharge
2000-03-05,1.1632985942801741,1.747705864094359,0.0,0.5844072698141849
2000-03-06,1.273726611730489,0.0,1.273726611730489,0.0
2000-03-07,1.384154629180804,14.912148670515403,0.0,12.254267429604111
2000-03-08,1.4945826466311192,41.808396377799674,0.0,40.31381373116856
2000-03-09,1.6050106640814341,2.2195294456954335,0.0,0.6145187816139994
2000-03-10,1.715438681531749,5.713501674841062,0.0,3.998062993309313
2000-03-11,1.8258666989820642,0.0,1.8258666989820642,0.0
2000-03-12,1.9362947164323792,0.0,3.762161415414443,0.0
2000-03-13,2.046722733882694,0.0,5.808884149297137,0.0
2000-03-14,2.003998303441589,0.0,7.812882452738727,0.0
2000-03-15,1.961273873000484,0.0,9.774156325739211,0.0
2000-03-16,1.918549442559379,0.0,11.692705768298591,0.0
2000-03-17,1.8758250121182738,0.0,13.568530780416864,0.0
2000-03-18,1.8331005816771688,0.0,15.401631362094033,0.0
2000-03-19,1.7903761512360639,0.0,17.192007513330097,0.0
2000-03-20,1.7476517207949587,0.0,18.939659234125056,0.0
2000-03-21,1.7049272903538537,0.0,20.64458652447891,0.0
2000-03-22,1.8246698982064953,0.0,22.469256422685405,0.0
2000-03-23,1.944412506059137,0.0,24.413668928744542,0.0
2000-03-24,2.0641551139117786,0.0,26.47782404265632,0.0
2000-03-25,2.18389772176442,0.0,28.66172176442074,0.0
2000-03-26,2.3036403296170618,0.0,30.9653620940378,0.0
2000-03-27,2.423382937469704,0.0,33.388745031507504,0.0
2000-03-28,2.5431255453223454,0.0,35.93187057682985,0.0
2000-03-29,2.662868153174987,0.0,38.594738730004835,0.0
2000-03-30,2.5963622758119236,0.0,41.19110100581676,0.0
2000-03-31,2.5298563984488602,0.0,43.72095740426562,0.0
2000-04-01,2.4633505210857964,0.0,46.18430792535141,0.0
2000-04-02,2.396844643722733,0.0,48.58115256907414,0.0
2000-04-03,2.3303387663596697,0.0,50.91149133543381,0.0
2000-04-04,2.263832888996606,0.0,53.17532422443041,0.0
2000-04-05,2.1973270116335426,0.0,55.37265123606395,0.0
2000-04-06,2.1308211342704793,0.0,57.50347237033443,0.0
2000-04-07,2.090046534173533,0.0,59.59351890450796,0.0
2000-04-08,2.049271934076587,0.0,61.642790838584546,0.0
2000-04-09,2.0084973339796406,0.0,63.651288172564186,0.0
2000-04-10,1.9677227338826946,0.0,65.61901090644687,0.0
2000-04-11,1.9269481337857484,0.6656006250772681,66.88035841515536,0.0
2000-04-12,1.8861735336888024,16.01936831046184,52.74716363838232,0.0
2000-04-13,1.8453989335918561,4.965628347898783,49.62693422407539,0.0
2000-04-14,1.80462433349491,1.3436037259574276,50.087954831612876,0.0
2000-04-15,1.8409458919049924,1.4285789425528084,50.50032178096506,0.0
2000-04-16,1.8772674503150748,60.682087109922996,0.0,8.304497878642863
2000-04-17,1.913589008725157,1.0026996849629533,0.9108893237622038,0.0
2000-04-18,1.9499105671352395,0.0,2.860799890897443,0.0
2000-04-19,1.986232125545322,0.0,4.847032016442765,0.0
2000-04-20,2.022553683955404,0.0,6.869585700398169,0.0
2000-04-21,2.058875242365487,0.2335046415023315,8.694956301261325,0.0
2000-04-22,2.095196800775569,0.0,10.790153102036893,0.0
2000-04-23,2.094610518662142,0.0,12.884763620699035,0.0
2000-04-24,2.094024236548715,0.0,14.978787857247749,0.0
2000-04-25,2.093437954435288,0.0,17.072225811683037,0.0
2000-04-26,2.092851672321861,0.0,19.165077484004897,0.0
2000-04-27,2.0922653902084343,0.0,21.257342874213332,0.0
2000-04-28,2.0916791080950072,0.0,23.34902198230834,0.0
2000-04-29,2.09109282598158,0.0,25.44011480828992,0.0
2000-04-30,2.090506543868153,0.0,27.53062135215807,0.0
2000-05-01,2.0682417595734366,0.0,29.598863111731507,0.0
2000-05-02,2.04597697527872,0.5332693516683329,31.111570735341893,0.0
2000-05-03,2.0237121909840035,0.0,33.1352829263259,0.0
2000-05-04,2.001447406689287,0.0,35.13673033301519,0.0
2000-05-05,1.9791826223945705,0.0,37.115912955409755,0.0
2000-05-06,1.956917838099854,15.933866928974538,23.13896386453507,0.0
2000-05-07,1.9346530538051374,16.101739998572377,8.971876919767832,0.0
2000-05-08,1.9123882695104208,0.0,10.884265189278253,0.0
2000-05-09,2.062171837130392,0.0,12.946437026408645,0.0
2000-05-10,2.2119554047503627,0.0,15.158392431159008,0.0
2000-05-11,2.361738972370334,0.0,17.52013140352934,0.0
2000-05-12,2.5115225399903047,0.0,20.031653943519647,0.0
2000-05-13,2.661306107610276,0.0,22.692960051129923,0.0
2000-05-14,2.8110896752302468,22.472653267922418,3.031396458437751,0.0
2000-05-15,2.960873242850218,2.4210990134269084,3.5711706878610605,0.0
2000-05-16,3.110656810470189,0.0,6.681827498331249,0.0
2000-05-17,3.1156996485700432,0.0,9.797527146901292,0.0
2000-05-18,3.120742486669898,0.0,12.918269633571189,0.0
2000-05-19,3.1257853247697525,0.0,16.04405495834094,0.0
2000-05-20,3.130828162869607,0.0,19.17488312121055,0.0
2000-05-21,3.1358710009694613,0.0,22.31075412218001,0.0
2000-05-22,3.1409138390693156,0.0,25.451667961249328,0.0
2000-05-23,3.1459566771691705,0.0,28.597624638418498,0.0
2000-05-24,3.150999515269025,0.0,31.748624153687523,0.0
2000-05-25,3.1037319437712063,0.0,34.85235609745873,0.0
2000-05-26,3.0564643722733873,0.0,37.90882046973212,0.0
2000-05-27,3.0091968007755687,0.0,40.91801727050769,0.0
2000-05-28,2.96192922927775,0.0,43.87994649978544,0.0
2000-05-29,2.9146616577799316,0.0,46.79460815756537,0.0
2000-05-30,2.867394086282113,0.0,49.66200224384748,0.0
2000-05-31,2.820126514784294,0.0,52.482128758631774,0.0
2000-06-01,2.7728589432864754,0.0,55.254987701918246,0.0
2000-06-02,2.7916157901114875,0.0,58.04660349202973,0.0
2000-06-03,2.8103726369365,0.0,60.85697612896623,0.0
2000-06-04,2.829129483761512,0.0,63.686105612727744,0.0
2000-06-05,2.8478863305865243,0.0,66.53399194331426,0.0
2000-06-06,2.8666431774115364,0.0,69.4006351207258,0.0
2000-06-07,2.8854000242365485,10.279417858773341,62.006617286189005,0.0
