APN,Month,waterUse_m3Day
W0097,10,0.650333438
W0097,11,0.34825772
W0097,12,0.360371032
W0098,1,0.744590147
W0098,2,0.62459265
W0098,3,0.720742064
W0098,4,0.696893981
W0098,5,1.405144192
W0098,6,2.341654626
W0098,7,3.707052013
W0098,8,3.035520279
W0098,9,2.272003082
W0098,10,1.301045417
W0098,11,0.696893981
W0098,12,0.720742064
W0099,1,0.744590147
W0099,2,0.62459265
W0099,3,0.720742064
W0099,4,0.696893981
W0099,5,1.405144192
W0099,6,2.341654626
W0099,7,3.707052013
W0099,8,3.035520279
W0099,9,2.272003082
W0099,10,1.301045417
W0099,11,0.696893981
W0099,12,0.720742064
W0100,1,0.744590147
W0100,2,0.62459265
W0100,3,0.720742064
W0100,4,0.696893981
W0100,5,1.405144192
W0100,6,2.341654626
W0100,7,3.707052013
W0100,8,3.035520279
W0100,9,2.272003082
W0100,10,1.301045417
W0100,11,0.696893981
W0100,12,0.720742064
W0101,1,0.744590147
W0101,2,0.62459265
W0101,3,0.720742064
W0101,4,0.696893981
W0101,5,1.405144192
W0101,6,2.341654626
W0101,7,3.707052013
W0101,8,3.035520279
W0101,9,2.272003082
W0101,10,1.301045417
W0101,11,0.696893981
W0101,12,0.720742064
W0102,1,0.744590147
W0102,2,0.62459265
W0102,3,0.720742064
W0102,4,0.696893981
W0102,5,1.405144192
W0102,6,2.341654626
W0102,7,3.707052013
W0102,8,3.035520279
W0102,9,2.272381623
W0102,10,1.301045417
W0102,11,0.696893981
W0102,12,0.720742064
W0103,1,0.744590147
W0103,2,0.62459265
W0103,3,0.720742064
W0103,4,0.696893981
W0103,5,1.405144192
W0103,6,2.341654626
W0103,7,3.707052013
W0103,8,3.035520279
W0103,9,2.272381623
W0103,10,1.301045417
W0103,11,0.696893981
W0103,12,0.720742064
W0104,1,0.744590147
W0104,2,0.62459265
W0104,3,0.720742064
W0104,4,0.696893981
W0104,5,1.405144192
W0104,6,2.341654626
W0104,7,3.707052013
W0104,8,3.035520279
W0104,9,2.272381623
W0104,10,1.301045417
W0104,11,0.696893981
W0104,12,0.720742064
W0105,1,0.744590147
W0105,2,0.62459265
W0105,3,0.720742064
W0105,4,0.696893981
W0105,5,1.405144192
W0105,6,2.341654626
W0105,7,3.707052013
W0105,8,3.035520279
W0105,9,2.272381623
W0105,10,1.301045417
W0105,11,0.696893981
W0105,12,0.720742064
W0106,1,0.744590147
W0106,2,0.62459265
W0106,3,0.720742064
W0106,4,0.696893981
W0106,5,1.405144192
W0106,6,2.341654626
W0106,7,3.707052013
W0106,8,3.035520279
W0106,9,2.272381623
W0106,10,1.301045417
W0106,11,0.696893981
W0106,12,0.720742064
W0107,1,0.744590147
W0107,2,0.62459265
W0107,3,0.720742064
W0107,4,0.696893981
W0107,5,1.405144192
W0107,6,2.341654626
W0107,7,3.707052013
W0107,8,3.035520279
W0107,9,2.272381623
W0107,10,1.301045417
W0107,11,0.696893981
W0107,12,0.720742064
W0108,1,0.744590147
W0108,2,0.62459265
W0108,3,0.720742064
W0108,4,0.696893981
W0108,5,1.405144192
W0108,6,2.341654626
W0108,7,3.707052013
W0108,8,3.035520279
W0108,9,2.272003082
W0108,10,1.301045417
W0108,11,0.696893981
W0108,12,0.720742064
W0109,1,0.744590147
W0109,2,0.62459265
W0109,3,0.720742064
W0109,4,0.696893981
W0109,5,1.405144192
W0109,6,2.341654626
W0109,7,3.707052013
W0109,8,3.035520279
W0109,9,2.272003082
W0109,10,1.301045417
W0109,11,0.696893981
W0109,12,0.720742064
W0110,1,0.372484344
W0110,2,0.312296325
W0110,3,0.360371032
W0110,4,0.34825772
W0110,5,0.702572096
W0110,6,1.170827313
W0110,7,1.853336736
W0110,8,1.517570869
W0110,9,1.136001541
W0110,10,0.650333438
W0110,11,0.34825772
W0110,12,0.360371032
W0111,1,0.372484344
W0111,2,0.312296325
W0111,3,0.360371032
W0111,4,0.34825772
W0111,5,0.702572096
W0111,6,1.170827313
W0111,7,1.853336736
W0111,8,1.517570869
W0111,9,1.136001541
W0111,10,0.650333438
W0111,11,0.34825772
W0111,12,0.360371032
W0112,1,0.372484344
W0112,2,0.312296325
W0112,3,0.360371032
W0112,4,0.34825772
W0112,5,0.702572096
W0112,6,1.170827313
W0112,7,1.853336736
W0112,8,1.517570869
W0112,9,1.136001541
W0112,10,0.650333438
W0112,11,0.34825772
W0112,12,0.360371032
W0113,1,0.372484344
W0113,2,0.312296325
W0113,3,0.360371032
W0113,4,0.34825772
W0113,5,0.702572096
W0113,6,1.170827313
W0113,7,1.853336736
W0113,8,1.517570869
W0113,9,1.136001541
W0113,10,0.650333438
W0113,11,0.34825772
W0113,12,0.360371032
W0114,1,0.372484344
W0114,2,0.312296325
W0114,3,0.360371032
W0114,4,0.34825772
W0114,5,0.702572096
W0114,6,1.170827313
W0114,7,1.853336736
W0114,8,1.517570869
W0114,9,1.136001541
W0114,10,0.650333438
W0114,11,0.34825772
W0114,12,0.360371032
W0115,1,0.372484344
W0115,2,0.312296325
W0115,3,0.360371032
W0115,4,0.34825772
W0115,5,0.702572096
W0115,6,1.170827313
W0115,7,1.853336736
W0115,8,1.517570869
W0115,9,1.136001541
W0115,10,0.650333438
W0115,11,0.34825772
W0115,12,0.360371032
W0116,1,0.372484344
W0116,2,0.312296325
W0116,3,0.360371032
W0116,4,0.34825772
W0116,5,0.702572096
W0116,6,1.170827313
W0116,7,1.853336736
W0116,8,1.517570869
W0116,9,1.136001541
W0116,10,0.650333438
W0116,11,0.34825772
W0116,12,0.360371032
W0117,1,0.372484344
W0117,2,0.312296325
W0117,3,0.360371032
W0117,4,0.34825772
W0117,5,0.702572096
W0117,6,1.170827313
W0117,7,1.853336736
W0117,8,1.517570869
W0117,9,1.136001541
W0117,10,0.650333438
W0117,11,0.34825772
W0117,12,0.360371032
W0118,1,0.372484344
W0118,2,0.312296325
W0118,3,0.360371032
W0118,4,0.34825772
W0118,5,0.702572096
W0118,6,1.170827313
W0118,7,1.853336736
W0118,8,1.517570869
W0118,9,1.136001541
W0118,10,0.650333438
W0118,11,0.34825772
W0118,12,0.360371032
W0119,1,0.744590147
W0119,2,0.62459265
W0119,3,0.720742064
W0119,4,0.696893981
W0119,5,1.405144192
W0119,6,2.341654626
W0119,7,3.707052013
W0119,8,3.035520279
W0119,9,2.272003082
W0119,10,1.301045417
W0119,11,0.696893981
W0119,12,0.720742064
W0120,1,0.744590147
W0120,2,0.62459265
W0120,3,0.720742064
W0120,4,0.696893981
W0120,5,1.405144192
W0120,6,2.341654626
W0120,7,3.707052013
W0120,8,3.035520279
W0120,9,2.272003082
W0120,10,1.301045417
W0120,11,0.696893981
W0120,12,0.720742064
W0121,1,0.372484344
W0121,2,0.312296325
W0121,3,0.360371032
W0121,4,0.34825772
W0121,5,0.702572096
W0121,6,1.170827313
W0121,7,1.853336736
W0121,8,1.517570869
W0121,9,1.136001541
W0121,10,0.650333438
W0121,11,0.34825772
W0121,12,0.360371032
W0122,1,0.372484344
W0122,2,0.312296325
W0122,3,0.360371032
W0122,4,0.34825772
W0122,5,0.702572096
W0122,6,1.170827313
W0122,7,1.853336736
W0122,8,1.517570869
W0122,9,1.136001541
W0122,10,0.650333438
W0122,11,0.34825772
W0122,12,0.360371032
W0123,1,0.744590147
W0123,2,0.62459265
W0123,3,0.720742064
W0123,4,0.696893981
W0123,5,1.405144192
W0123,6,2.341654626
W0123,7,3.707052013
W0123,8,3.035520279
W0123,9,2.272381623
W0123,10,1.301045417
W0123,11,0.696893981
W0123,12,0.720742064
W0124,1,0.744590147
W0124,2,0.62459265
W0124,3,0.720742064
W0124,4,0.696893981
W0124,5,1.405144192
W0124,6,2.341654626
W0124,7,3.707052013
W0124,8,3.035520279
W0124,9,2.272381623
W0124,10,1.301045417
W0124,11,0.696893981
W0124,12,0.720742064
W0125,1,0.372484344
W0125,2,0.312296325
W0125,3,0.360371032
W0125,4,0.34825772
W0125,5,0.702572096
W0125,6,1.170827313
W0125,7,1.853336736
W0125,8,1.517570869
W0125,9,1.136001541
W0125,10,0.650333438
W0125,11,0.34825772
W0125,12,0.360371032
W0126,1,0.245673109
W0126,2,0.206304845
W0126,3,0.237723748
W0126,4,0.229774387
W0126,5,0.463712725
W0126,6,0.772980722
W0126,7,1.223444512
W0126,8,1.001619486
W0126,9,0.749889721
W0126,10,0.429265494
W0126,11,0.229774387
W0126,12,0.237723748
W0127,1,0.744590147
W0127,2,0.62459265
W0127,3,0.720742064
W0127,4,0.696893981
W0127,5,1.405144192
W0127,6,2.341654626
W0127,7,3.707052013
W0127,8,3.035520279
W0127,9,2.272381623
W0127,10,1.301045417
W0127,11,0.696893981
W0127,12,0.720742064
W0128,1,0.744590147
W0128,2,0.62459265
W0128,3,0.720742064
W0128,4,0.696893981
W0128,5,1.405144192
W0128,6,2.341654626
W0128,7,3.707052013
W0128,8,3.035520279
W0128,9,2.272381623
W0128,10,1.301045417
W0128,11,0.696893981
W0128,12,0.720742064
W0129,1,0.744590147
W0129,2,0.62459265
W0129,3,0.720742064
W0129,4,0.696893981
W0129,5,1.405144192
W0129,6,2.341654626
W0129,7,3.707052013
W0129,8,3.035520279
W0129,9,2.272003082
W0129,10,1.301045417
W0129,11,0.696893981
W0129,12,0.720742064
W0130,1,0.744590147
W0130,2,0.62459265
W0130,3,0.720742064
W0130,4,0.696893981
W0130,5,1.405144192
W0130,6,2.341654626
W0130,7,3.707052013
W0130,8,3.035520279
W0130,9,2.272003082
W0130,10,1.301045417
W0130,11,0.696893981
W0130,12,0.720742064
W0131,1,0.744590147
W0131,2,0.62459265
W0131,3,0.720742064
W0131,4,0.696893981
W0131,5,1.405144192
W0131,6,2.341654626
W0131,7,3.707052013
W0131,8,3.035520279
W0131,9,2.272003082
W0131,10,1.301045417
W0131,11,0.696893981
W0131,12,0.720742064
W0132,1,0.744590147
W0132,2,0.62459265
W0132,3,0.720742064
W0132,4,0.696893981
W0132,5,1.405144192
W0132,6,2.341654626
W0132,7,3.707052013
W0132,8,3.035520279
W0132,9,2.272003082
W0132,10,1.301045417
W0132,11,0.696893981
W0132,12,0.720742064
W0133,1,0.744590147
W0133,2,0.62459265
W0133,3,0.720742064
W0133,4,0.696893981
W0133,5,1.405144192
W0133,6,2.341654626
W0133,7,3.707052013
W0133,8,3.035520279
W0133,9,2.272003082
W0133,10,1.301045417
W0133,11,0.696893981
W0133,12,0.720742064
W0134,1,0.744590147
W0134,2,0.62459265
W0134,3,0.720742064
W0134,4,0.696893981
W0134,5,1.405144192
W0134,6,2.341654626
W0134,7,3.707052013
W0134,8,3.035520279
W0134,9,2.272003082
W0134,10,1.301045417
W0134,11,0.696893981
W0134,12,0.720742064
W0135,1,0.744590147
W0135,2,0.62459265
W0135,3,0.720742064
W0135,4,0.696893981
W0135,5,1.405144192
W0135,6,2.341654626
W0135,7,3.707052013
W0135,8,3.035520279
W0135,9,2.272381623
W0135,10,1.301045417
W0135,11,0.696893981
W0135,12,0.720742064
W0136,1,0.744590147
W0136,2,0.62459265
W0136,3,0.720742064
W0136,4,0.696893981
W0136,5,1.405144192
W0136,6,2.341654626
W0136,7,3.707052013
W0136,8,3.035520279
W0136,9,2.272381623
W0136,10,1.301045417
W0136,11,0.696893981
W0136,12,0.720742064
W0137,1,0.744590147
W0137,2,0.62459265
W0137,3,0.720742064
W0137,4,0.696893981
W0137,5,1.405144192
W0137,6,2.341654626
W0137,7,3.707052013
W0137,8,3.035520279
W0137,9,2.272003082
W0137,10,1.301045417
W0137,11,0.696893981
W0137,12,0.720742064
W0138,1,0.744590147
W0138,2,0.62459265
W0138,3,0.720742064
W0138,4,0.696893981
W0138,5,1.405144192
W0138,6,2.341654626
W0138,7,3.707052013
W0138,8,3.035520279
W0138,9,2.272381623
W0138,10,1.301045417
W0138,11,0.696893981
W0138,12,0.720742064
W0139,1,0.744590147
W0139,2,0.62459265
W0139,3,0.720742064
W0139,4,0.696893981
W0139,5,1.405144192
W0139,6,2.341654626
W0139,7,3.707052013
W0139,8,3.035520279
W0139,9,2.272003082
W0139,10,1.301045417
W0139,11,0.696893981
W0139,12,0.720742064
W0140,1,0.744590147
W0140,2,0.62459265
W0140,3,0.720742064
W0140,4,0.696893981
W0140,5,1.405144192
W0140,6,2.341654626
W0140,7,3.707052013
W0140,8,3.035520279
W0140,9,2.272003082
W0140,10,1.301045417
W0140,11,0.696893981
W0140,12,0.720742064
W0141,1,0.744590147
W0141,2,0.62459265
W0141,3,0.720742064
W0141,4,0.696893981
W0141,5,1.405144192
W0141,6,2.341654626
W0141,7,3.707052013
W0141,8,3.035520279
W0141,9,2.272003082
W0141,10,1.301045417
W0141,11,0.696893981
W0141,12,0.720742064
W0142,1,0.744590147
W0142,2,0.62459265
W0142,3,0.720742064
W0142,4,0.696893981
W0142,5,1.405144192
W0142,6,2.341654626
W0142,7,3.707052013
W0142,8,3.035520279
W0142,9,2.272003082
W0142,10,1.301045417
W0142,11,0.696893981
W0142,12,0.720742064
W0143,1,0.744590147
W0143,2,0.62459265
W0143,3,0.720742064
W0143,4,0.696893981
W0143,5,1.405144192
W0143,6,2.341654626
W0143,7,3.707052013
W0143,8,3.035520279
W0143,9,2.272003082
W0143,10,1.301045417
W0143,11,0.696893981
W0143,12,0.720742064
W0144,1,0.245673109
W0144,2,0.206304845
W0144,3,0.237723748
W0144,4,0.229774387
W0144,5,0.463712725
W0144,6,0.772602181
W0144,7,1.223444512
W0144,8,1.001619486
W0144,9,0.749889721
W0144,10,0.429265494
W0144,11,0.229774387
W0144,12,0.237723748
W0145,1,0.245673109
W0145,2,0.206304845
W0145,3,0.237723748
W0145,4,0.229774387
W0145,5,0.463712725
W0145,6,0.772602181
W0145,7,1.223444512
W0145,8,1.001619486
W0145,9,0.749889721
W0145,10,0.429265494
W0145,11,0.229774387
W0145,12,0.237723748
W0146,1,0.245673109
W0146,2,0.206304845
W0146,3,0.237723748
W0146,4,0.229774387
W0146,5,0.463712725
W0146,6,0.772602181
W0146,7,1.223444512
W0146,8,1.001619486
W0146,9,0.749889721
W0146,10,0.429265494
W0146,11,0.229774387
W0146,12,0.237723748
W0147,1,0.372484344
W0147,2,0.312296325
W0147,3,0.360371032
W0147,4,0.34825772
W0147,5,0.702572096
W0147,6,1.170827313
W0147,7,1.853336736
W0147,8,1.517570869
W0147,9,1.136001541
W0147,10,0.650333438
W0147,11,0.34825772
W0147,12,0.360371032
W0148,1,0.372484344
W0148,2,0.312296325
W0148,3,0.360371032
W0148,4,0.34825772
W0148,5,0.702572096
W0148,6,1.170827313
W0148,7,1.853336736
W0148,8,1.517570869
W0148,9,1.136001541
W0148,10,0.650333438
W0148,11,0.34825772
W0148,12,0.360371032
W0149,1,0.372484344
W0149,2,0.312296325
W0149,3,0.360371032
W0149,4,0.34825772
W0149,5,0.702572096
W0149,6,1.170827313
W0149,7,1.853336736
W0149,8,1.517570869
W0149,9,1.136001541
W0149,10,0.650333438
W0149,11,0.34825772
W0149,12,0.360371032
W0150,1,0.372484344
W0150,2,0.312296325
W0150,3,0.360371032
W0150,4,0.34825772
W0150,5,0.702572096
W0150,6,1.170827313
W0150,7,1.853336736
W0150,8,1.517570869
W0150,9,1.136001541
W0150,10,0.650333438
W0150,11,0.34825772
W0150,12,0.360371032
W0151,1,0.245673109
W0151,2,0.206304845
W0151,3,0.237723748
W0151,4,0.229774387
W0151,5,0.463712725
W0151,6,0.772980722
W0151,7,1.223444512
W0151,8,1.001619486
W0151,9,0.749889721
W0151,10,0.429265494
W0151,11,0.229774387
W0151,12,0.237723748
W0152,1,0.245673109
W0152,2,0.206304845
W0152,3,0.237723748
W0152,4,0.229774387
W0152,5,0.463712725
W0152,6,0.772980722
W0152,7,1.223444512
W0152,8,1.001619486
W0152,9,0.749889721
W0152,10,0.429265494
W0152,11,0.229774387
W0152,12,0.237723748
W0153,1,0.245673109
W0153,2,0.206304845
W0153,3,0.237723748
W0153,4,0.229774387
W0153,5,0.463712725
W0153,6,0.772602181
W0153,7,1.223444512
W0153,8,1.001619486
W0153,9,0.749889721
W0153,10,0.429265494
W0153,11,0.229774387
W0153,12,0.237723748
W0154,1,0.245673109
W0154,2,0.206304845
W0154,3,0.237723748
W0154,4,0.229774387
W0154,5,0.463712725
W0154,6,0.772602181
W0154,7,1.223444512
W0154,8,1.001619486
W0154,9,0.749889721
W0154,10,0.429265494
W0154,11,0.229774387
W0154,12,0.237723748
W0155,1,0.245673109
W0155,2,0.206304845
W0155,3,0.237723748
W0155,4,0.229774387
W0155,5,0.463712725
W0155,6,0.772602181
W0155,7,1.223444512
W0155,8,1.001619486
W0155,9,0.749889721
W0155,10,0.429265494
W0155,11,0.229774387
W0155,12,0.237723748
W0156,1,0.744590147
W0156,2,0.62459265
W0156,3,0.720742064
W0156,4,0.696893981
W0156,5,1.405144192
W0156,6,2.341654626
W0156,7,3.707052013
W0156,8,3.035520279
W0156,9,2.272003082
W0156,10,1.301045417
W0156,11,0.696893981
W0156,12,0.720742064
W0157,1,0.372484344
W0157,2,0.312296325
W0157,3,0.360371032
W0157,4,0.34825772
W0157,5,0.702572096
W0157,6,1.170827313
W0157,7,1.853336736
W0157,8,1.517570869
W0157,9,1.136001541
W0157,10,0.650333438
W0157,11,0.34825772
W0157,12,0.360371032
W0158,1,0.372484344
W0158,2,0.312296325
W0158,3,0.360371032
W0158,4,0.34825772
W0158,5,0.702572096
W0158,6,1.170827313
W0158,7,1.853336736
W0158,8,1.517570869
W0158,9,1.136001541
W0158,10,0.650333438
W0158,11,0.34825772
W0158,12,0.360371032
W0159,1,0.372484344
W0159,2,0.312296325
W0159,3,0.360371032
W0159,4,0.34825772
W0159,5,0.702572096
W0159,6,1.170827313
W0159,7,1.853336736
W0159,8,1.517570869
W0159,9,1.136001541
W0159,10,0.650333438
W0159,11,0.34825772
W0159,12,0.360371032
W0160,1,0.372484344
W0160,2,0.312296325
W0160,3,0.360371032
W0160,4,0.34825772
W0160,5,0.702572096
W0160,6,1.170827313
W0160,7,1.853336736
W0160,8,1.517570869
W0160,9,1.136001541
W0160,10,0.650333438
W0160,11,0.34825772
W0160,12,0.360371032
W0161,1,0.245673109
W0161,2,0.206304845
W0161,3,0.237723748
W0161,4,0.229774387
W0161,5,0.463712725
W0161,6,0.772602181
W0161,7,1.223444512
W0161,8,1.001619486
W0161,9,0.749889721
W0161,10,0.429265494
W0161,11,0.229774387
W0161,12,0.237723748
W0162,1,0.245673109
W0162,2,0.206304845
W0162,3,0.237723748
W0162,4,0.229774387
W0162,5,0.463712725
W0162,6,0.772602181
W0162,7,1.223444512
W0162,8,1.001619486
W0162,9,0.749889721
W0162,10,0.429265494
W0162,11,0.229774387
W0162,12,0.237723748
W0163,1,0.245673109
W0163,2,0.206304845
W0163,3,0.237723748
W0163,4,0.229774387
W0163,5,0.463712725
W0163,6,0.772602181
W0163,7,1.223444512
W0163,8,1.001619486
W0163,9,0.749889721
W0163,10,0.429265494
W0163,11,0.229774387
W0163,12,0.237723748
W0164,1,0.744590147
W0164,2,0.62459265
W0164,3,0.720742064
W0164,4,0.696893981
W0164,5,1.405144192
W0164,6,2.341654626
W0164,7,3.707052013
W0164,8,3.035520279
W0164,9,2.272003082
W0164,10,1.301045417
W0164,11,0.696893981
W0164,12,0.720742064
W0165,1,0.744590147
W0165,2,0.62459265
W0165,3,0.720742064
W0165,4,0.696893981
W0165,5,1.405144192
W0165,6,2.341654626
W0165,7,3.707052013
W0165,8,3.035520279
W0165,9,2.272381623
W0165,10,1.301045417
W0165,11,0.696893981
W0165,12,0.720742064
W0166,1,0.744590147
W0166,2,0.62459265
W0166,3,0.720742064
W0166,4,0.696893981
W0166,5,1.405144192
W0166,6,2.341654626
W0166,7,3.707052013
W0166,8,3.035520279
W0166,9,2.272003082
W0166,10,1.301045417
W0166,11,0.696893981
W0166,12,0.720742064
W0167,1,0.744590147
W0167,2,0.62459265
W0167,3,0.720742064
W0167,4,0.696893981
W0167,5,1.405144192
W0167,6,2.341654626
W0167,7,3.707052013
W0167,8,3.035520279
W0167,9,2.272003082
W0167,10,1.301045417
W0167,11,0.696893981
W0167,12,0.720742064
W0168,1,0.744590147
W0168,2,0.62459265
W0168,3,0.720742064
W0168,4,0.696893981
W0168,5,1.405144192
W0168,6,2.341654626
W0168,7,3.707052013
W0168,8,3.035520279
W0168,9,2.272003082
W0168,10,1.301045417
W0168,11,0.696893981
W0168,12,0.720742064
W0169,1,0.744590147
W0169,2,0.62459265
W0169,3,0.720742064
W0169,4,0.696893981
W0169,5,1.405144192
W0169,6,2.341654626
W0169,7,3.707052013
W0169,8,3.035520279
W0169,9,2.272003082
W0169,10,1.301045417
W0169,11,0.696893981
W0169,12,0.720742064
W0170,1,0.744590147
W0170,2,0.62459265
W0170,3,0.720742064
W0170,4,0.696893981
W0170,5,1.405144192
W0170,6,2.341654626
W0170,7,3.707052013
W0170,8,3.035520279
W0170,9,2.272003082
W0170,10,1.301045417
W0170,11,0.696893981
W0170,12,0.720742064
W0171,1,0.744590147
W0171,2,0.62459265
W0171,3,0.720742064
W0171,4,0.696893981
W0171,5,1.405144192
W0171,6,2.341654626
W0171,7,3.707052013
W0171,8,3.035520279
W0171,9,2.272003082
W0171,10,1.301045417
W0171,11,0.696893981
W0171,12,0.720742064
W0172,1,0.744590147
W0172,2,0.62459265
W0172,3,0.720742064
W0172,4,0.696893981
W0172,5,1.405144192
W0172,6,2.341654626
W0172,7,3.707052013
W0172,8,3.035520279
W0172,9,2.272003082
W0172,10,1.301045417
W0172,11,0.696893981
W0172,12,0.720742064
W0173,1,0.744590147
W0173,2,0.62459265
W0173,3,0.720742064
W0173,4,0.696893981
W0173,5,1.405144192
W0173,6,2.341654626
W0173,7,3.707052013
W0173,8,3.035520279
W0173,9,2.272003082
W0173,10,1.301045417
W0173,11,0.696893981
W0173,12,0.720742064
W0174,1,0.744590147
W0174,2,0.62459265
W0174,3,0.720742064
W0174,4,0.696893981
W0174,5,1.405144192
W0174,6,2.341654626
W0174,7,3.707052013
W0174,8,3.035520279
W0174,9,2.272003082
W0174,10,1.301045417
W0174,11,0.696893981
W0174,12,0.720742064
W0175,1,0.744590147
W0175,2,0.62459265
W0175,3,0.720742064
W0175,4,0.696893981
W0175,5,1.405144192
W0175,6,2.341654626
W0175,7,3.707052013
W0175,8,3.035520279
W0175,9,2.272003082
W0175,10,1.301045417
W0175,11,0.696893981
W0175,12,0.720742064
W0176,1,0.744590147
W0176,2,0.62459265
W0176,3,0.720742064
W0176,4,0.696893981
W0176,5,1.405144192
W0176,6,2.341654626
W0176,7,3.707052013
W0176,8,3.035520279
W0176,9,2.272003082
W0176,10,1.301045417
W0176,11,0.696893981
W0176,12,0.720742064
W0177,1,0.744590147
W0177,2,0.62459265
W0177,3,0.720742064
W0177,4,0.696893981
W0177,5,1.405144192
W0177,6,2.341654626
W0177,7,3.707052013
W0177,8,3.035520279
W0177,9,2.272003082
W0177,10,1.301045417
W0177,11,0.696893981
W0177,12,0.720742064
W0178,1,0.245673109
W0178,2,0.206304845
W0178,3,0.237723748
W0178,4,0.229774387
W0178,5,0.463712725
W0178,6,0.772602181
W0178,7,1.223444512
W0178,8,1.001619486
W0178,9,0.749889721
W0178,10,0.429265494
W0178,11,0.229774387
W0178,12,0.237723748
W0179,1,0.744590147
W0179,2,0.62459265
W0179,3,0.720742064
W0179,4,0.696893981
W0179,5,1.405144192
W0179,6,2.341654626
W0179,7,3.707052013
W0179,8,3.035520279
W0179,9,2.272381623
W0179,10,1.301045417
W0179,11,0.696893981
W0179,12,0.720742064
W0180,1,0.744590147
W0180,2,0.62459265
W0180,3,0.720742064
W0180,4,0.696893981
W0180,5,1.405144192
W0180,6,2.341654626
W0180,7,3.707052013
W0180,8,3.035520279
W0180,9,2.272381623
W0180,10,1.301045417
W0180,11,0.696893981
W0180,12,0.720742064
W0181,1,0.744590147
W0181,2,0.62459265
W0181,3,0.720742064
W0181,4,0.696893981
W0181,5,1.405144192
W0181,6,2.341654626
W0181,7,3.707052013
W0181,8,3.035520279
W0181,9,2.272381623
W0181,10,1.301045417
W0181,11,0.696893981
W0181,12,0.720742064
W0182,1,0.744590147
W0182,2,0.62459265
W0182,3,0.720742064
W0182,4,0.696893981
W0182,5,1.405144192
W0182,6,2.341654626
W0182,7,3.707052013
W0182,8,3.035520279
W0182,9,2.272381623
W0182,10,1.301045417
W0182,11,0.696893981
W0182,12,0.720742064
W0183,1,0.744590147
W0183,2,0.62459265
W0183,3,0.720742064
W0183,4,0.696893981
W0183,5,1.405144192
W0183,6,2.341654626
W0183,7,3.707052013
W0183,8,3.035520279
W0183,9,2.272381623
W0183,10,1.301045417
W0183,11,0.696893981
W0183,12,0.720742064
W0184,1,0.744590147
W0184,2,0.62459265
W0184,3,0.720742064
W0184,4,0.696893981
W0184,5,1.405144192
W0184,6,2.341654626
W0184,7,3.707052013
W0184,8,3.035520279
W0184,9,2.272381623
W0184,10,1.301045417
W0184,11,0.696893981
W0184,12,0.720742064
W0185,1,0.744590147
W0185,2,0.62459265
W0185,3,0.720742064
W0185,4,0.696893981
W0185,5,1.405144192
W0185,6,2.341654626
W0185,7,3.707052013
W0185,8,3.035520279
W0185,9,2.272381623
W0185,10,1.301045417
W0185,11,0.696893981
W0185,12,0.720742064
W0186,1,0.744590147
W0186,2,0.62459265
W0186,3,0.720742064
W0186,4,0.696893981
W0186,5,1.405144192
W0186,6,2.341654626
W0186,7,3.707052013
W0186,8,3.035520279
W0186,9,2.272381623
W0186,10,1.301045417
W0186,11,0.696893981
W0186,12,0.720742064
W0187,1,0.744590147
W0187,2,0.62459265
W0187,3,0.720742064
W0187,4,0.696893981
W0187,5,1.405144192
W0187,6,2.341654626
W0187,7,3.707052013
W0187,8,3.035520279
W0187,9,2.272381623
W0187,10,1.301045417
W0187,11,0.696893981
W0187,12,0.720742064
W0188,1,0.744590147
W0188,2,0.62459265
W0188,3,0.720742064
W0188,4,0.696893981
W0188,5,1.405144192
W0188,6,2.341654626
W0188,7,3.707052013
W0188,8,3.035520279
W0188,9,2.272381623
W0188,10,1.301045417
W0188,11,0.696893981
W0188,12,0.720742064
W0189,1,0.744590147
W0189,2,0.62459265
W0189,3,0.720742064
W0189,4,0.696893981
W0189,5,1.405144192
W0189,6,2.341654626
W0189,7,3.707052013
W0189,8,3.035520279
W0189,9,2.272381623
W0189,10,1.301045417
W0189,11,0.696893981
W0189,12,0.720742064
W0190,1,0.744590147
W0190,2,0.62459265
W0190,3,0.720742064
W0190,4,0.696893981
W0190,5,1.405144192
W0190,6,2.341654626
W0190,7,3.707052013
W0190,8,3.035520279
W0190,9,2.272003082
W0190,10,1.301045417
W0190,11,0.696893981
W0190,12,0.720742064
W0191,1,0.744590147
W0191,2,0.62459265
W0191,3,0.720742064
W0191,4,0.696893981
W0191,5,1.405144192
W0191,6,2.341654626
W0191,7,3.707052013
W0191,8,3.035520279
W0191,9,2.272381623
W0191,10,1.301045417
W0191,11,0.696893981
W0191,12,0.720742064
W0192,1,0.744590147
W0192,2,0.62459265
W0192,3,0.720742064
W0192,4,0.696893981
W0192,5,1.405144192
W0192,6,2.341654626
W0192,7,3.707052013
W0192,8,3.035520279
W0192,9,2.272381623
W0192,10,1.301045417
W0192,11,0.696893981
W0192,12,0.720742064
W0193,1,0.744590147
W0193,2,0.62459265
W0193,3,0.720742064
W0193,4,0.696893981
W0193,5,1.405144192
W0193,6,2.341654626
W0193,7,3.707052013
W0193,8,3.035520279
W0193,9,2.272381623
W0193,10,1.301045417
W0193,11,0.696893981
W0193,12,0.720742064
W0194,1,0.744590147
W0194,2,0.62459265
W0194,3,0.720742064
W0194,4,0.696893981
W0194,5,1.405144192
W0194,6,2.341654626
W0194,7,3.707052013
W0194,8,3.035520279
W0194,9,2.272381623
W0194,10,1.301045417
