APN,Month,waterUse_m3Day
W0194,11,0.696893981
W0194,12,0.720742064
W0195,1,0.744590147
W0195,2,0.62459265
W0195,3,0.720742064
W0195,4,0.696893981
W0195,5,1.405144192
W0195,6,2.341654626
W0195,7,3.707052013
W0195,8,3.035520279
W0195,9,2.272381623
W0195,10,1.301045417
W0195,11,0.696893981
W0195,12,0.720742064
W0196,1,0.744590147
W0196,2,0.62459265
W0196,3,0.720742064
W0196,4,0.696893981
W0196,5,1.405144192
W0196,6,2.341654626
W0196,7,3.707052013
W0196,8,3.035520279
W0196,9,2.272381623
W0196,10,1.301045417
W0196,11,0.696893981
W0196,12,0.720742064
W0197,1,0.744590147
W0197,2,0.62459265
W0197,3,0.720742064
W0197,4,0.696893981
W0197,5,1.405144192
W0197,6,2.341654626
W0197,7,3.707052013
W0197,8,3.035520279
W0197,9,2.272381623
W0197,10,1.301045417
W0197,11,0.696893981
W0197,12,0.720742064
W0198,1,0.744590147
W0198,2,0.62459265
W0198,3,0.720742064
W0198,4,0.696893981
W0198,5,1.405144192
W0198,6,2.341654626
W0198,7,3.707052013
W0198,8,3.035520279
W0198,9,2.272381623
W0198,10,1.301045417
W0198,11,0.696893981
W0198,12,0.720742064
W0199,1,0.744590147
W0199,2,0.62459265
W0199,3,0.720742064
W0199,4,0.696893981
W0199,5,1.405144192
W0199,6,2.341654626
W0199,7,3.707052013
W0199,8,3.035520279
W0199,9,2.272381623
W0199,10,1.301045417
W0199,11,0.696893981
W0199,12,0.720742064
W0200,1,0.744590147
W0200,2,0.62459265
W0200,3,0.720742064
W0200,4,0.696893981
W0200,5,1.405144192
W0200,6,2.341654626
W0200,7,3.707052013
W0200,8,3.035520279
W0200,9,2.272381623
W0200,10,1.301045417
W0200,11,0.696893981
W0200,12,0.720742064
W0201,1,0.744590147
W0201,2,0.62459265
W0201,3,0.720742064
W0201,4,0.696893981
W0201,5,1.405144192
W0201,6,2.341654626
W0201,7,3.707052013
W0201,8,3.035520279
W0201,9,2.272003082
W0201,10,1.301045417
W0201,11,0.696893981
W0201,12,0.720742064
W0202,1,0.744590147
W0202,2,0.62459265
W0202,3,0.720742064
W0202,4,0.696893981
W0202,5,1.405144192
W0202,6,2.341654626
W0202,7,3.707052013
W0202,8,3.035520279
W0202,9,2.272003082
W0202,10,1.301045417
W0202,11,0.696893981
W0202,12,0.720742064
W0203,1,0.744590147
W0203,2,0.62459265
W0203,3,0.720742064
W0203,4,0.696893981
W0203,5,1.405144192
W0203,6,2.341654626
W0203,7,3.707052013
W0203,8,3.035520279
W0203,9,2.272003082
W0203,10,1.301045417
W0203,11,0.696893981
W0203,12,0.720742064
W0204,1,0.744590147
W0204,2,0.62459265
W0204,3,0.720742064
W0204,4,0.696893981
W0204,5,1.405144192
W0204,6,2.341654626
W0204,7,3.707052013
W0204,8,3.035520279
W0204,9,2.272003082
W0204,10,1.301045417
W0204,11,0.696893981
W0204,12,0.720742064
W0205,1,0.372484344
W0205,2,0.312296325
W0205,3,0.360371032
W0205,4,0.34825772
W0205,5,0.702572096
W0205,6,1.170827313
W0205,7,1.853336736
W0205,8,1.517570869
W0205,9,1.136001541
W0205,10,0.650333438
W0205,11,0.34825772
W0205,12,0.360371032
W0206,1,0.372484344
W0206,2,0.312296325
W0206,3,0.360371032
W0206,4,0.34825772
W0206,5,0.702572096
W0206,6,1.170827313
W0206,7,1.853336736
W0206,8,1.517570869
W0206,9,1.136001541
W0206,10,0.650333438
W0206,11,0.34825772
W0206,12,0.360371032
W0207,1,0.744590147
W0207,2,0.62459265
W0207,3,0.720742064
W0207,4,0.696893981
W0207,5,1.405144192
W0207,6,2.341654626
W0207,7,3.707052013
W0207,8,3.035520279
W0207,9,2.272003082
W0207,10,1.301045417
W0207,11,0.696893981
W0207,12,0.720742064
W0208,1,0.372484344
W0208,2,0.312296325
W0208,3,0.360371032
W0208,4,0.34825772
W0208,5,0.702572096
W0208,6,1.170827313
W0208,7,1.853336736
W0208,8,1.517570869
W0208,9,1.136001541
W0208,10,0.650333438
W0208,11,0.34825772
W0208,12,0.360371032
W0209,1,0.744590147
W0209,2,0.62459265
W0209,3,0.720742064
W0209,4,0.696893981
W0209,5,1.405144192
W0209,6,2.341654626
W0209,7,3.707052013
W0209,8,3.035520279
W0209,9,2.272381623
W0209,10,1.301045417
W0209,11,0.696893981
W0209,12,0.720742064
W0210,1,0.744590147
W0210,2,0.62459265
W0210,3,0.720742064
W0210,4,0.696893981
W0210,5,1.405144192
W0210,6,2.341654626
W0210,7,3.707052013
W0210,8,3.035520279
W0210,9,2.272003082
W0210,10,1.301045417
W0210,11,0.696893981
W0210,12,0.720742064
W0211,1,0.245673109
W0211,2,0.206304845
W0211,3,0.237723748
W0211,4,0.229774387
W0211,5,0.463712725
W0211,6,0.772602181
W0211,7,1.223444512
W0211,8,1.001619486
W0211,9,0.749889721
W0211,10,0.429265494
W0211,11,0.229774387
W0211,12,0.237723748
W0212,1,0.245673109
W0212,2,0.206304845
W0212,3,0.237723748
W0212,4,0.229774387
W0212,5,0.463712725
W0212,6,0.772602181
W0212,7,1.223444512
W0212,8,1.001619486
W0212,9,0.749889721
W0212,10,0.429265494
W0212,11,0.229774387
W0212,12,0.237723748
W0213,1,0.245673109
W0213,2,0.206304845
W0213,3,0.237723748
W0213,4,0.229774387
W0213,5,0.463712725
W0213,6,0.772602181
W0213,7,1.223444512
W0213,8,1.001619486
W0213,9,0.749889721
W0213,10,0.429265494
W0213,11,0.229774387
W0213,12,0.237723748
W0214,1,0.744590147
W0214,2,0.62459265
W0214,3,0.720742064
W0214,4,0.696893981
W0214,5,1.405144192
W0214,6,2.341654626
W0214,7,3.707052013
W0214,8,3.035520279
W0214,9,2.272003082
W0214,10,1.301045417
W0214,11,0.696893981
W0214,12,0.720742064
W0215,1,0.744590147
W0215,2,0.62459265
W0215,3,0.720742064
W0215,4,0.696893981
W0215,5,1.405144192
W0215,6,2.341654626
W0215,7,3.707052013
W0215,8,3.035520279
W0215,9,2.272003082
W0215,10,1.301045417
W0215,11,0.696893981
W0215,12,0.720742064
W0216,1,0.744590147
W0216,2,0.62459265
W0216,3,0.720742064
W0216,4,0.696893981
W0216,5,1.405144192
W0216,6,2.341654626
W0216,7,3.707052013
W0216,8,3.035520279
W0216,9,2.272381623
W0216,10,1.301045417
W0216,11,0.696893981
W0216,12,0.720742064
W0217,1,0.744590147
W0217,2,0.62459265
W0217,3,0.720742064
W0217,4,0.696893981
W0217,5,1.405144192
W0217,6,2.341654626
W0217,7,3.707052013
W0217,8,3.035520279
W0217,9,2.272381623
W0217,10,1.301045417
W0217,11,0.696893981
W0217,12,0.720742064
W0218,1,0.245673109
W0218,2,0.206304845
W0218,3,0.237723748
W0218,4,0.229774387
W0218,5,0.463712725
W0218,6,0.772602181
W0218,7,1.223444512
W0218,8,1.001619486
W0218,9,0.749889721
W0218,10,0.429265494
W0218,11,0.229774387
W0218,12,0.237723748
W0219,1,0.245673109
W0219,2,0.206304845
W0219,3,0.237723748
W0219,4,0.229774387
W0219,5,0.463712725
W0219,6,0.772602181
W0219,7,1.223444512
W0219,8,1.001619486
W0219,9,0.749889721
W0219,10,0.429265494
W0219,11,0.229774387
W0219,12,0.237723748
W0220,1,0.744590147
W0220,2,0.62459265
W0220,3,0.720742064
W0220,4,0.696893981
W0220,5,1.405144192
W0220,6,2.341654626
W0220,7,3.707052013
W0220,8,3.035520279
W0220,9,2.272381623
W0220,10,1.301045417
W0220,11,0.696893981
W0220,12,0.720742064
W0221,1,0.744590147
W0221,2,0.62459265
W0221,3,0.720742064
W0221,4,0.696893981
W0221,5,1.405144192
W0221,6,2.341654626
W0221,7,3.707052013
W0221,8,3.035520279
W0221,9,2.272381623
W0221,10,1.301045417
W0221,11,0.696893981
W0221,12,0.720742064
W0222,1,0.245673109
W0222,2,0.206304845
W0222,3,0.237723748
W0222,4,0.229774387
W0222,5,0.463712725
W0222,6,0.772980722
W0222,7,1.223444512
W0222,8,1.001619486
W0222,9,0.749889721
W0222,10,0.429265494
W0222,11,0.229774387
W0222,12,0.237723748
W0223,1,0.245673109
W0223,2,0.206304845
W0223,3,0.237723748
W0223,4,0.229774387
W0223,5,0.463712725
W0223,6,0.772602181
W0223,7,1.223444512
W0223,8,1.001619486
W0223,9,0.749889721
W0223,10,0.429265494
W0223,11,0.229774387
W0223,12,0.237723748
W0224,1,0.372484344
W0224,2,0.312296325
W0224,3,0.360371032
W0224,4,0.34825772
W0224,5,0.702572096
W0224,6,1.170827313
W0224,7,1.853336736
W0224,8,1.517570869
W0224,9,1.136001541
W0224,10,0.650333438
W0224,11,0.34825772
W0224,12,0.360371032
W0225,1,0.744590147
W0225,2,0.62459265
W0225,3,0.720742064
W0225,4,0.696893981
W0225,5,1.405144192
W0225,6,2.341654626
W0225,7,3.707052013
W0225,8,3.035520279
W0225,9,2.272381623
W0225,10,1.301045417
W0225,11,0.696893981
W0225,12,0.720742064
W0226,1,0.744590147
W0226,2,0.62459265
W0226,3,0.720742064
W0226,4,0.696893981
W0226,5,1.405144192
W0226,6,2.341654626
W0226,7,3.707052013
W0226,8,3.035520279
W0226,9,2.272381623
W0226,10,1.301045417
W0226,11,0.696893981
W0226,12,0.720742064
W0227,1,0.744590147
W0227,2,0.62459265
W0227,3,0.720742064
W0227,4,0.696893981
W0227,5,1.405144192
W0227,6,2.341654626
W0227,7,3.707052013
W0227,8,3.035520279
W0227,9,2.272381623
W0227,10,1.301045417
W0227,11,0.696893981
W0227,12,0.720742064
W0228,1,0.744590147
W0228,2,0.62459265
W0228,3,0.720742064
W0228,4,0.696893981
W0228,5,1.405144192
W0228,6,2.341654626
W0228,7,3.707052013
W0228,8,3.035520279
W0228,9,2.272381623
W0228,10,1.301045417
W0228,11,0.696893981
W0228,12,0.720742064
W0229,1,0.744590147
W0229,2,0.62459265
W0229,3,0.720742064
W0229,4,0.696893981
W0229,5,1.405144192
W0229,6,2.341654626
W0229,7,3.707052013
W0229,8,3.035520279
W0229,9,2.272381623
W0229,10,1.301045417
W0229,11,0.696893981
W0229,12,0.720742064
W0230,1,0.744590147
W0230,2,0.62459265
W0230,3,0.720742064
W0230,4,0.696893981
W0230,5,1.405144192
W0230,6,2.341654626
W0230,7,3.707052013
W0230,8,3.035520279
W0230,9,2.272381623
W0230,10,1.301045417
W0230,11,0.696893981
W0230,12,0.720742064
W0231,1,0.744590147
W0231,2,0.62459265
W0231,3,0.720742064
W0231,4,0.696893981
W0231,5,1.405144192
W0231,6,2.341654626
W0231,7,3.707052013
W0231,8,3.035520279
W0231,9,2.272381623
W0231,10,1.301045417
W0231,11,0.696893981
W0231,12,0.720742064
W0232,1,0.744590147
W0232,2,0.62459265
W0232,3,0.720742064
W0232,4,0.696893981
W0232,5,1.405144192
W0232,6,2.341654626
W0232,7,3.707052013
W0232,8,3.035520279
W0232,9,2.272381623
W0232,10,1.301045417
W0232,11,0.696893981
W0232,12,0.720742064
W0233,1,0.744590147
W0233,2,0.62459265
W0233,3,0.720742064
W0233,4,0.696893981
W0233,5,1.405144192
W0233,6,2.341654626
W0233,7,3.707052013
W0233,8,3.035520279
W0233,9,2.272381623
W0233,10,1.301045417
W0233,11,0.696893981
W0233,12,0.720742064
W0234,1,0.744590147
W0234,2,0.62459265
W0234,3,0.720742064
W0234,4,0.696893981
W0234,5,1.405144192
W0234,6,2.341654626
W0234,7,3.707052013
W0234,8,3.035520279
W0234,9,2.272381623
W0234,10,1.301045417
W0234,11,0.696893981
W0234,12,0.720742064
W0235,1,0.744590147
W0235,2,0.62459265
W0235,3,0.720742064
W0235,4,0.696893981
W0235,5,1.405144192
W0235,6,2.341654626
W0235,7,3.707052013
W0235,8,3.035520279
W0235,9,2.272381623
W0235,10,1.301045417
W0235,11,0.696893981
W0235,12,0.720742064
W0236,1,0.744590147
W0236,2,0.62459265
W0236,3,0.720742064
W0236,4,0.696893981
W0236,5,1.405144192
W0236,6,2.341654626
W0236,7,3.707052013
W0236,8,3.035520279
W0236,9,2.272381623
W0236,10,1.301045417
W0236,11,0.696893981
W0236,12,0.720742064
W0237,1,0.744590147
W0237,2,0.62459265
W0237,3,0.720742064
W0237,4,0.696893981
W0237,5,1.405144192
W0237,6,2.341654626
W0237,7,3.707052013
W0237,8,3.035520279
W0237,9,2.272003082
W0237,10,1.301045417
W0237,11,0.696893981
W0237,12,0.720742064
W0238,1,0.744590147
W0238,2,0.62459265
W0238,3,0.720742064
W0238,4,0.696893981
W0238,5,1.405144192
W0238,6,2.341654626
W0238,7,3.707052013
W0238,8,3.035520279
W0238,9,2.272003082
W0238,10,1.301045417
W0238,11,0.696893981
W0238,12,0.720742064
W0239,1,0.744590147
W0239,2,0.62459265
W0239,3,0.720742064
W0239,4,0.696893981
W0239,5,1.405144192
W0239,6,2.341654626
W0239,7,3.707052013
W0239,8,3.035520279
W0239,9,2.272381623
W0239,10,1.301045417
W0239,11,0.696893981
W0239,12,0.720742064
W0240,1,0.744590147
W0240,2,0.62459265
W0240,3,0.720742064
W0240,4,0.696893981
W0240,5,1.405144192
W0240,6,2.341654626
W0240,7,3.707052013
W0240,8,3.035520279
W0240,9,2.272003082
W0240,10,1.301045417
W0240,11,0.696893981
W0240,12,0.720742064
W0241,1,0.744590147
W0241,2,0.62459265
W0241,3,0.720742064
W0241,4,0.696893981
W0241,5,1.405144192
W0241,6,2.341654626
W0241,7,3.707052013
W0241,8,3.035520279
W0241,9,2.272381623
W0241,10,1.301045417
W0241,11,0.696893981
W0241,12,0.720742064
W0242,1,0.372484344
W0242,2,0.312296325
W0242,3,0.360371032
W0242,4,0.34825772
W0242,5,0.702572096
W0242,6,1.170827313
W0242,7,1.853336736
W0242,8,1.517570869
W0242,9,1.136001541
W0242,10,0.650333438
W0242,11,0.34825772
W0242,12,0.360371032
W0243,1,0.744590147
W0243,2,0.62459265
W0243,3,0.720742064
W0243,4,0.696893981
W0243,5,1.405144192
W0243,6,2.341654626
W0243,7,3.707052013
W0243,8,3.035520279
W0243,9,2.272003082
W0243,10,1.301045417
W0243,11,0.696893981
W0243,12,0.720742064
W0244,1,0.744590147
W0244,2,0.62459265
W0244,3,0.720742064
W0244,4,0.696893981
W0244,5,1.405144192
W0244,6,2.341654626
W0244,7,3.707052013
W0244,8,3.035520279
W0244,9,2.272003082
W0244,10,1.301045417
W0244,11,0.696893981
W0244,12,0.720742064
W0245,1,0.744590147
W0245,2,0.62459265
W0245,3,0.720742064
W0245,4,0.696893981
W0245,5,1.405144192
W0245,6,2.341654626
W0245,7,3.707052013
W0245,8,3.035520279
W0245,9,2.272003082
W0245,10,1.301045417
W0245,11,0.696893981
W0245,12,0.720742064
W0246,1,0.744590147
W0246,2,0.62459265
W0246,3,0.720742064
W0246,4,0.696893981
W0246,5,1.405144192
W0246,6,2.341654626
W0246,7,3.707052013
W0246,8,3.035520279
W0246,9,2.272003082
W0246,10,1.301045417
W0246,11,0.696893981
W0246,12,0.720742064
W0247,1,0.744590147
W0247,2,0.62459265
W0247,3,0.720742064
W0247,4,0.696893981
W0247,5,1.405144192
W0247,6,2.341654626
W0247,7,3.707052013
W0247,8,3.035520279
W0247,9,2.272003082
W0247,10,1.301045417
W0247,11,0.696893981
W0247,12,0.720742064
W0248,1,0.744590147
W0248,2,0.62459265
W0248,3,0.720742064
W0248,4,0.696893981
W0248,5,1.405144192
W0248,6,2.341654626
W0248,7,3.707052013
W0248,8,3.035520279
W0248,9,2.272381623
W0248,10,1.301045417
W0248,11,0.696893981
W0248,12,0.720742064
W0249,1,0.744590147
W0249,2,0.62459265
W0249,3,0.720742064
W0249,4,0.696893981
W0249,5,1.405144192
W0249,6,2.341654626
W0249,7,3.707052013
W0249,8,3.035520279
W0249,9,2.272381623
W0249,10,1.301045417
W0249,11,0.696893981
W0249,12,0.720742064
W0250,1,0.744590147
W0250,2,0.62459265
W0250,3,0.720742064
W0250,4,0.696893981
W0250,5,1.405144192
W0250,6,2.341654626
W0250,7,3.707052013
W0250,8,3.035520279
W0250,9,2.272381623
W0250,10,1.301045417
W0250,11,0.696893981
W0250,12,0.720742064
W0251,1,0.744590147
W0251,2,0.62459265
W0251,3,0.720742064
W0251,4,0.696893981
W0251,5,1.405144192
W0251,6,2.341654626
W0251,7,3.707052013
W0251,8,3.035520279
W0251,9,2.272381623
W0251,10,1.301045417
W0251,11,0.696893981
W0251,12,0.720742064
W0252,1,0.744590147
W0252,2,0.62459265
W0252,3,0.720742064
W0252,4,0.696893981
W0252,5,1.405144192
W0252,6,2.341654626
W0252,7,3.707052013
W0252,8,3.035520279
W0252,9,2.272381623
W0252,10,1.301045417
W0252,11,0.696893981
W0252,12,0.720742064
W0253,1,0.372484344
W0253,2,0.312296325
W0253,3,0.360371032
W0253,4,0.34825772
W0253,5,0.702572096
W0253,6,1.170827313
W0253,7,1.853336736
W0253,8,1.517570869
W0253,9,1.136001541
W0253,10,0.650333438
W0253,11,0.34825772
W0253,12,0.360371032
W0254,1,0.744590147
W0254,2,0.62459265
W0254,3,0.720742064
W0254,4,0.696893981
W0254,5,1.405144192
W0254,6,2.341654626
W0254,7,3.707052013
W0254,8,3.035520279
W0254,9,2.272381623
W0254,10,1.301045417
W0254,11,0.696893981
W0254,12,0.720742064
W0255,1,0.744590147
W0255,2,0.62459265
W0255,3,0.720742064
W0255,4,0.696893981
W0255,5,1.405144192
W0255,6,2.341654626
W0255,7,3.707052013
W0255,8,3.035520279
W0255,9,2.272381623
W0255,10,1.301045417
W0255,11,0.696893981
W0255,12,0.720742064
W0256,1,0.744590147
W0256,2,0.62459265
W0256,3,0.720742064
W0256,4,0.696893981
W0256,5,1.405144192
W0256,6,2.341654626
W0256,7,3.707052013
W0256,8,3.035520279
W0256,9,2.272381623
W0256,10,1.301045417
W0256,11,0.696893981
W0256,12,0.720742064
W0257,1,0.744590147
W0257,2,0.62459265
W0257,3,0.720742064
W0257,4,0.696893981
W0257,5,1.405144192
W0257,6,2.341654626
W0257,7,3.707052013
W0257,8,3.035520279
W0257,9,2.272003082
W0257,10,1.301045417
W0257,11,0.696893981
W0257,12,0.720742064
W0258,1,0.744590147
W0258,2,0.62459265
W0258,3,0.720742064
W0258,4,0.696893981
W0258,5,1.405144192
W0258,6,2.341654626
W0258,7,3.707052013
W0258,8,3.035520279
W0258,9,2.272003082
W0258,10,1.301045417
W0258,11,0.696893981
W0258,12,0.720742064
W0259,1,0.744590147
W0259,2,0.62459265
W0259,3,0.720742064
W0259,4,0.696893981
W0259,5,1.405144192
W0259,6,2.341654626
W0259,7,3.707052013
W0259,8,3.035520279
W0259,9,2.272003082
W0259,10,1.301045417
W0259,11,0.696893981
W0259,12,0.720742064
W0260,1,0.744590147
W0260,2,0.62459265
W0260,3,0.720742064
W0260,4,0.696893981
W0260,5,1.405144192
W0260,6,2.341654626
W0260,7,3.707052013
W0260,8,3.035520279
W0260,9,2.272003082
W0260,10,1.301045417
W0260,11,0.696893981
W0260,12,0.720742064
W0261,1,0.744590147
W0261,2,0.62459265
W0261,3,0.720742064
W0261,4,0.696893981
W0261,5,1.405144192
W0261,6,2.341654626
W0261,7,3.707052013
W0261,8,3.035520279
W0261,9,2.272003082
W0261,10,1.301045417
W0261,11,0.696893981
W0261,12,0.720742064
W0262,1,0.744590147
W0262,2,0.62459265
W0262,3,0.720742064
W0262,4,0.696893981
W0262,5,1.405144192
W0262,6,2.341654626
W0262,7,3.707052013
W0262,8,3.035520279
W0262,9,2.272381623
W0262,10,1.301045417
W0262,11,0.696893981
W0262,12,0.720742064
W0263,1,0.372484344
W0263,2,0.312296325
W0263,3,0.360371032
W0263,4,0.34825772
W0263,5,0.702572096
W0263,6,1.170827313
W0263,7,1.853336736
W0263,8,1.517570869
W0263,9,1.136001541
W0263,10,0.650333438
W0263,11,0.34825772
W0263,12,0.360371032
W0264,1,0.372484344
W0264,2,0.312296325
W0264,3,0.360371032
W0264,4,0.34825772
W0264,5,0.702572096
W0264,6,1.170827313
W0264,7,1.853336736
W0264,8,1.517570869
W0264,9,1.136001541
W0264,10,0.650333438
W0264,11,0.34825772
W0264,12,0.360371032
W0265,1,0.372484344
W0265,2,0.312296325
W0265,3,0.360371032
W0265,4,0.34825772
W0265,5,0.702572096
W0265,6,1.170827313
W0265,7,1.853336736
W0265,8,1.517570869
W0265,9,1.136001541
W0265,10,0.650333438
W0265,11,0.34825772
W0265,12,0.360371032
W0266,1,0.372484344
W0266,2,0.312296325
W0266,3,0.360371032
W0266,4,0.34825772
W0266,5,0.702572096
W0266,6,1.170827313
W0266,7,1.853336736
W0266,8,1.517570869
W0266,9,1.136001541
W0266,10,0.650333438
W0266,11,0.34825772
W0266,12,0.360371032
W0267,1,0.372484344
W0267,2,0.312296325
W0267,3,0.360371032
W0267,4,0.34825772
W0267,5,0.702572096
W0267,6,1.170827313
W0267,7,1.853336736
W0267,8,1.517570869
W0267,9,1.136001541
W0267,10,0.650333438
W0267,11,0.34825772
W0267,12,0.360371032
W0268,1,0.372484344
W0268,2,0.312296325
W0268,3,0.360371032
W0268,4,0.34825772
W0268,5,0.702572096
W0268,6,1.170827313
W0268,7,1.853336736
W0268,8,1.517570869
W0268,9,1.136001541
W0268,10,0.650333438
W0268,11,0.34825772
W0268,12,0.360371032
W0269,1,0.372484344
W0269,2,0.312296325
W0269,3,0.360371032
W0269,4,0.34825772
W0269,5,0.702572096
W0269,6,1.170827313
W0269,7,1.853336736
W0269,8,1.517570869
W0269,9,1.136001541
W0269,10,0.650333438
W0269,11,0.34825772
W0269,12,0.360371032
W0270,1,0.372484344
W0270,2,0.312296325
W0270,3,0.360371032
W0270,4,0.34825772
W0270,5,0.702572096
W0270,6,1.170827313
W0270,7,1.853336736
W0270,8,1.517570869
W0270,9,1.136001541
W0270,10,0.650333438
W0270,11,0.34825772
W0270,12,0.360371032
W0271,1,0.744590147
W0271,2,0.62459265
W0271,3,0.720742064
W0271,4,0.696893981
W0271,5,1.405144192
W0271,6,2.341654626
W0271,7,3.707052013
W0271,8,3.035520279
W0271,9,2.272003082
W0271,10,1.301045417
W0271,11,0.696893981
W0271,12,0.720742064
W0272,1,0.744590147
W0272,2,0.62459265
W0272,3,0.720742064
W0272,4,0.696893981
W0272,5,1.405144192
W0272,6,2.341654626
W0272,7,3.707052013
W0272,8,3.035520279
W0272,9,2.272003082
W0272,10,1.301045417
W0272,11,0.696893981
W0272,12,0.720742064
W0273,1,0.744590147
W0273,2,0.62459265
W0273,3,0.720742064
W0273,4,0.696893981
W0273,5,1.405144192
W0273,6,2.341654626
W0273,7,3.707052013
W0273,8,3.035520279
W0273,9,2.272003082
W0273,10,1.301045417
W0273,11,0.696893981
W0273,12,0.720742064
W0274,1,0.744590147
W0274,2,0.62459265
W0274,3,0.720742064
W0274,4,0.696893981
W0274,5,1.405144192
W0274,6,2.341654626
W0274,7,3.707052013
W0274,8,3.035520279
W0274,9,2.272003082
W0274,10,1.301045417
W0274,11,0.696893981
W0274,12,0.720742064
W0275,1,0.744590147
W0275,2,0.62459265
W0275,3,0.720742064
W0275,4,0.696893981
W0275,5,1.405144192
W0275,6,2.341654626
W0275,7,3.707052013
W0275,8,3.035520279
W0275,9,2.272381623
W0275,10,1.301045417
W0275,11,0.696893981
W0275,12,0.720742064
W0276,1,0.744590147
W0276,2,0.62459265
W0276,3,0.720742064
W0276,4,0.696893981
W0276,5,1.405144192
W0276,6,2.341654626
W0276,7,3.707052013
W0276,8,3.035520279
W0276,9,2.272381623
W0276,10,1.301045417
W0276,11,0.696893981
W0276,12,0.720742064
W0277,1,0
W0277,2,0
W0277,3,0
W0277,4,0
W0277,5,1.164013575
W0277,6,2.835650631
W0277,7,3.450779756
W0277,8,5.936658503
W0277,9,2.700132953
W0277,10,0.977771403
W0277,11,0
W0277,12,0
W0278,1,0
W0278,2,0
W0278,3,0
W0278,4,0
W0278,5,6.639230599
W0278,6,15.805600914
W0278,7,31.601738303
W0278,8,23.34462347
W0278,9,15.434630734
W0278,10,5.578558717
W0278,11,0
W0278,12,0
W0279,1,0
W0279,2,0
W0279,3,0
W0279,4,0
W0279,5,1.598200102
W0279,6,3.894051267
W0279,7,4.738954779
W0279,8,8.152258976
W0279,9,3.708187636
W0279,10,1.342684927
W0279,11,0
W0279,12,0
W0280,1,0
W0280,2,0
W0280,3,0
W0280,4,0
W0280,5,12.558097675
W0280,6,30.614503375
W0280,7,57.730530828
W0280,8,42.74106431
W0280,9,29.190432133
W0280,10,10.55372308
W0280,11,0
W0280,12,0
W0281,1,0
W0281,2,0
W0281,3,0
W0281,4,0
W0281,5,2.967004358
W0281,6,7.063953601
W0281,7,13.463189206
W0281,8,10.088496191
W0281,9,6.883768085
W0281,10,2.493071026
W0281,11,0
W0281,12,0
W0282,1,0
W0282,2,0
W0282,3,0
W0282,4,0
W0282,5,11.389541608
W0282,6,27.76598235
W0282,7,52.358276956
W0282,8,38.763734023
W0282,9,26.474021917
W0282,10,9.571787726
W0282,11,0
W0282,12,0
W0283,1,0
W0283,2,0
W0283,3,0
W0283,4,0
W0283,5,0.540935089
W0283,6,1.317701221
W0283,7,2.405628055
W0283,8,1.83970926
W0283,9,1.255241956
W0283,10,0.454627741
W0283,11,0
W0283,12,0
W0284,1,0
W0284,2,0
W0284,3,0
W0284,4,0
W0284,5,2.262161016
W0284,6,5.511178419
W0284,7,10.060484157
W0284,8,7.692331661
W0284,9,5.248849506
W0284,10,1.90027582
W0284,11,0
W0284,12,0
W0285,1,0
W0285,2,0
W0285,3,0
W0285,4,0
W0285,5,1.516435246
W0285,6,3.694181619
W0285,7,6.743329374
W0285,8,5.156106961
W0285,9,3.518160054
W0285,10,1.273790465
W0285,11,0
W0285,12,0
W0286,1,0
W0286,2,0
W0286,3,0
W0286,4,0
W0286,5,1.516435246
W0286,6,3.694181619
W0286,7,6.743329374
W0286,8,5.156106961
W0286,9,3.518160054
W0286,10,1.273790465
W0286,11,0
W0286,12,0
W0287,1,0
W0287,2,0
W0287,3,0
W0287,4,0
W0287,5,1.516435246
W0287,6,3.694181619
W0287,7,6.743329374
W0287,8,5.156106961
W0287,9,3.518160054
W0287,10,1.273790465
W0287,11,0
W0287,12,0
W0288,1,0
W0288,2,0
W0288,3,0
W0288,4,0
W0288,5,1.516435246
W0288,6,3.694181619
W0288,7,6.743329374
W0288,8,5.156106961
W0288,9,3.518160054
W0288,10,1.273790465
W0288,11,0
W0288,12,0
W0289,1,0
W0289,2,0
W0289,3,0
W0289,4,0
W0289,5,2.549095094
W0289,6,6.068769312
W0289,7,11.566320255
W0289,8,8.667074736
W0289,9,5.913946043
W0289,10,2.141784978
W0289,11,0
W0289,12,0
W0290,1,0
W0290,2,0
W0290,3,0
W0290,4,0
W0290,5,4.057202438
W0290,6,10.21303618
W0290,7,19.269629605
W0290,8,14.266074667
W0290,9,9.432106097
W0290,10,3.409140246
W0290,11,0
W0290,12,0
W0291,1,0
W0291,2,0
W0291,3,0
W0291,4,0
W0291,5,5.270426343
W0291,6,12.547119986
W0291,7,25.086290611
W0291,8,18.531474655
W0291,9,12.252236547
W0291,10,4.428172618
W0291,11,0
W0291,12,0
W0292,1,0
W0292,2,0
W0292,3,0
W0292,4,0
W0292,5,0.344093769
W0292,6,0.838846856
W0292,7,1.020546536
W0292,8,1.756051699
W0292,9,0.79872151
W0292,10,0.289205324
W0292,11,0
W0292,12,0
W0293,1,0
W0293,2,0
W0293,3,0
W0293,4,0
W0293,5,0.09842066
W0293,6,0.239616453
W0293,7,0.437593396
W0293,8,0.334630244
W0293,9,0.228260223
W0293,10,0.082521938
W0293,11,0
W0293,12,0
W0294,1,0
W0294,2,0
W0294,3,0
W0294,4,0
W0294,5,0.09842066
W0294,6,0.239616453
W0294,7,0.29147657
W0294,8,0.501566825
W0294,9,0.228260223
W0294,10,0.082521938
W0294,11,0
